Complexity,Loss,Equation
1,87.4558,"6.6717067"
3,78.42404,"6.6872406 - x1"
4,56.8681,"abs(x0 * -9.78908)"
5,55.45821,"(x0 * x0) * 6.356441"
6,44.007996,"(abs(x0) - x1) * 6.992789"
7,34.361843,"((x0 * x0) - x1) * 5.760195"
8,33.6178,"abs(x0 * -9.728143) + (x1 * -4.833409)"
9,28.03387,"((0.55985117 - x1) + (x0 * x0)) * 5.025484"
10,16.44617,"(((x0 * x0) - x1) + abs(x2)) * 4.684365"
12,15.56246,"((((x0 * x0) + abs(x2)) - x1) * 5.0689964) - 1.2893575"
14,9.119521,"((x1 - abs(x2)) * -5.271801) + (((x0 * x0) - x3) * 4.005862)"
16,7.9915524,"(x4 + (((x0 * x0) - x3) * 4.005862)) + ((x1 - abs(x2)) * -5.271801)"
18,6.4837065,"(4.813754 * ((x0 * x0) + (((-0.40773433 - x1) - (abs(x2) * -1.282437)) - x3))) + x3"
19,6.482054,"x3 + (((log(0.6742413) - x1) + (((x0 * x0) - (abs(x2) * -1.282437)) - x3)) * 4.813754)"
20,5.3648944,"((4.813754 * ((((-0.40773433 - x1) - (abs(x2) * -1.282437)) - x3) + (x0 * x0))) + x4) + x3"
22,5.266179,"(4.813754 * ((((x0 * x0) + (-0.40773433 - x1)) - (-1.282437 * abs(x2))) - x3)) + (x4 + (x3 * 1.0642041))"
24,4.5631227,"(((x1 * -4.920124) - ((abs(x2) * -6.447214) + x3)) + (((x0 * x0) * 5.0094943) - ((x3 + 2.2827923) - x4))) - x3"
26,4.5480027,"((x1 * -5.000756) + ((((x0 * 5.0345936) * x0) - -2.6458275) - (x3 + (abs(x2) * -6.589107)))) - (x3 + (5.044502 - (x4 - x3)))"
27,3.6983616,"(((x0 * (x0 * 5.085244)) + (x1 * -5.0039854)) - ((x3 - (abs(x2) + 0.5152775)) * (abs(abs(abs(x2)) * -1.8714919) - -1.5271428))) - 1.7304538"
