Complexity,Loss,Equation
1,93.82467,"3.0804965"
3,88.82371,"3.075704 - x5"
5,82.96037,"x1 * (x0 * x0)"
6,60.606434,"(abs(x0) * x1) * 7.352527"
7,52.222885,"(x1 * (x0 * x0)) * 4.4571266"
9,41.827625,"(((x0 * x0) * x1) - x5) * 4.2496686"
11,35.848637,"((0.5924833 - x5) + (x1 * (x0 * x0))) * 4.1405077"
13,32.243195,"4.1060443 * (((x0 * (x1 * x0)) + 0.6071214) + (x4 * x3))"
15,24.636492,"((x0 * (x1 * x0)) + ((0.6587505 - x5) + (x4 * x3))) * 3.8789985"
17,23.257675,"(((x3 * x4) + ((((x1 * x0) * x0) + 0.6071214) - x5)) * 4.1060443) - x34"
18,23.177458,"(4.1060443 * (((x4 * x3) + ((x1 * (x0 * x0)) + abs(-0.6651144))) - x5)) - x34"
19,22.762426,"((((x3 * x4) + (((x1 * (x0 * x0)) + 0.6071214) - x5)) * 4.1060443) - x34) - x2"
23,22.353062,"(4.1060443 * (((x0 * x1) * x0) + ((0.6071214 - x5) + (x3 * x4)))) - ((0.6071214 - x5) + (x3 * x4))"
26,20.820765,"(abs(x2) * -5.3442464) + ((((((x0 * (x1 * 1.4087845)) * x0) - x5) + 2.0681708) * 3.5898168) + (((x9 + x27) - x1) + -0.72553855))"
28,20.495981,"((abs(x2) * -5.343978) + (((((((x0 * (x1 * 1.4281559)) * x0) - x5) + 2.0737634) * 3.5869272) + (x9 + (x27 - x1))) + -0.723473)) - x24"
30,19.756573,"(((abs(x2) * -5.3442464) + (3.5898168 * ((((x0 * x1) * (1.4087845 * x0)) - x5) + 2.0681708))) + ((((x9 + x27) - x1) + -0.72553855) - x24)) - x11"
