Complexity,Loss,Equation
1,6.352155,"-0.21688235"
3,2.4626958,"x3 * x4"
5,1.0777727,"(x4 * x3) * 2.0414932"
7,1.0691748,"(x3 * (-0.043931674 - x4)) * -2.0495274"
9,1.068098,"(x4 + 0.04285705) * ((x3 * 2.0531175) + -0.031588163)"
11,1.0504757,"(x3 * (x4 + ((x23 * x23) * 0.045415074))) * 2.0340245"
13,1.0485716,"(((((x23 * 0.047817234) + -0.037924577) * x23) + x4) * x3) * 2.027376"
15,1.0469675,"(-0.022607049 - (x3 * -2.0417151)) * (x4 + ((x23 - 0.50147223) * (x23 * 0.04706944)))"
17,1.044346,"((x4 + (x23 * (x23 * 0.04721821))) * (2.0285296 - ((x48 - x37) * 0.04071512))) * x3"
19,1.0322949,"((2.0340245 - (((x14 * x14) * 0.09318784) * x23)) * x3) * (x4 + (x23 * (x23 * 0.045415074)))"
21,1.0308973,"((2.0340245 - (((x14 - 0.45293817) * (x14 * 0.09318784)) * x23)) * x3) * (x4 + (x23 * (x23 * 0.045415074)))"
23,1.030237,"((x4 + (x23 * (x23 * 0.045415074))) * ((2.0340245 - (((x14 - 0.45293817) * (x14 * 0.09318784)) * x23)) * x3)) - 0.027124371"
24,1.0245161,"((x4 + ((x23 * x23) * 0.03733191)) * (2.0666819 - (x27 * ((sqrt(0.6745838) * 0.22300756) - (-0.061193284 * x23))))) * (x3 - 0.0005881333)"
29,1.0219823,"(2.0666819 - ((((x23 * ((x23 * 0.2917845) * x14)) * (x27 * 0.22300756)) - -0.061193284) * x23)) * ((x3 - 0.0005881333) * (x4 + (x23 * (x23 * 0.03733191))))"
