Complexity,Loss,Equation
1,157.09792,"x1"
3,123.0098,"x1 * 6.981736"
5,116.01709,"(x1 * 6.6977043) - -2.6593738"
6,79.20578,"(x1 * abs(x0)) * 9.965943"
7,68.986565,"((x0 * x1) * 6.4512267) * x0"
9,56.953823,"(x1 * ((x0 * 6.477962) * x0)) - -3.4692147"
11,29.705494,"((x0 * (x1 * x0)) - log(abs(x2))) * 5.849781"
13,25.341612,"(((x1 * (x0 * x0)) - log(abs(x2))) * 5.842825) - x5"
15,11.931918,"(((x3 * x4) + (x0 * (x1 * x0))) - log(abs(x2))) * 5.3502584"
17,7.0236235,"((((x4 * x3) + ((x0 * x0) * x1)) - log(abs(x2))) * 5.3539343) - x5"
18,7.0236225,"((((x0 * (x1 * x0)) - log(abs(abs(x2)))) + (x4 * x3)) * 5.3539343) - x5"
19,3.0973287,"(((((x4 * x3) - log(abs(x2))) + (x1 * (x0 * x0))) * 1.7872008) - x5) * 2.9998264"
21,1.7793312,"x5 + (((((x1 * 1.321386) * (x0 * x0)) + ((x3 * x4) - log(abs(x2)))) - x5) * 4.5592885)"
23,1.2254913,"(((x4 * (x3 * 1.4874537)) - ((log(abs(x2)) * 1.6670982) + x5)) + ((x0 * (x1 * x0)) * 2.0044494)) * 2.994674"
25,1.224213,"(((((x0 * x1) * 2.0058372) * x0) + ((x4 * (x3 * 1.48775)) - (x5 + (log(abs(x2)) * 1.662042)))) * 2.9932237) - -0.041572046"
26,1.2228452,"(x1 * abs(((x0 * x0) * 6.006001) - -0.10118763)) + ((((x4 * 1.4845942) * x3) - ((log(abs(x2)) * 1.6670784) + x5)) * 2.996059)"
27,1.214764,"((((x4 * 1.4845942) * x3) - (x5 + (log(abs(x2)) * 1.6670784))) * (2.996059 - (x39 * 0.037373893))) + (((x0 * x1) * 6.006001) * x0)"
29,1.198865,"((3.0039823 - (x4 * (x20 * 0.047351684))) * (((x4 * x3) * 1.4870207) - ((log(abs(x2)) * 1.6600918) + x5))) + ((x0 * (x1 * x0)) * 6.0078244)"
