Complexity,Loss,Equation
1,60.975338,"x0"
3,41.40172,"x1 * -4.975641"
5,19.032103,"(x0 - x1) * 5.03185"
7,14.473925,"((x0 - x1) * 5.494506) + x2"
9,7.519407,"(x2 + (x0 - (x3 + x1))) * 3.9501574"
11,6.317511,"(((x0 + x2) - (x1 + x3)) * 3.9501574) - x5"
13,3.527943,"((x2 - x1) - (x3 + ((x1 - x0) - x0))) * 2.5705023"
15,2.4851558,"(((x2 - x1) - (((x3 + x1) - x0) - x0)) * 2.5660896) - x5"
17,2.464621,"((x2 + ((-0.055841904 - x1) - ((x3 + (x1 - x0)) - x0))) * 2.5660896) - x5"
19,1.5524324,"(((x2 + ((-0.055841904 - x1) - ((x3 + (x1 - x0)) - x0))) * 2.5660896) - x5) + x4"
23,1.2412716,"x4 + ((((x0 - 0.12030468) - (((x2 - (x1 + (x3 - x0))) * -2.962623) - (x1 * -2.0455716))) + x0) - x5)"
25,1.2402041,"(x4 + 0.11504593) + ((x0 * 2.0387454) - ((x5 - (((x2 - (x1 + (x3 - x0))) * 2.9492996) - (x1 * 2.0627298))) + 0.23679167))"
