Complexity,Loss,Equation
1,126.765175,"3.3067977"
3,114.44185,"x1 * 4.8347583"
5,103.58744,"(x1 * 4.826215) + 3.2945187"
6,78.86655,"abs(x0 * 7.82617) * x1"
7,67.60291,"(x1 * (x0 * x0)) * 4.982323"
8,67.602264,"(x1 * abs(x0 * x0)) * 4.968284"
9,56.99215,"3.2573955 - ((x1 * (x0 * x0)) * -4.955741)"
11,52.116405,"(3.2491658 - x5) + ((x1 * 4.9507504) * (x0 * x0))"
12,38.70377,"(((x1 * (x0 * x0)) - abs(x2)) * 5.2705016) + 7.3931785"
14,33.75877,"(((((x1 * x0) * x0) - abs(x2)) * 5.2705016) - x5) + 7.3931785"
16,31.627815,"((((x1 * x0) * 4.992028) * x0) + 9.204692) - (abs(x2 * 7.5696225) + x5)"
18,28.603912,"((x0 * (x1 * (x0 * 4.987186))) + 9.213357) - (x5 + ((abs(x2) * 7.590558) + x5))"
20,27.5412,"(((x0 * (x0 * (x1 * 3.2771177))) + 6.065572) - (abs(x2 * 5.00678) + (x5 + x5))) * 1.5202622"
21,22.894909,"(2.1710563 - (x5 + (sqrt(abs(x2)) * 14.784431))) + (((x0 * x0) * (x1 * 4.9896398)) + (13.139232 - x5))"
23,22.894907,"((-2.050006 - x5) + ((sqrt(abs(x2)) * -14.784504) - 2.3388524)) + (((x0 * x0) * (x1 * 4.989707)) + (19.699203 - x5))"
26,22.891386,"(((13.48192 - (x5 + -0.78759575)) + ((abs((0.060432315 - (x0 * -4.988503)) * x0) * x1) + 1.0398134)) - x5) - (sqrt(abs(x2)) * 14.784348)"
27,22.881279,"(((3.8385282 - x5) - ((x0 * 0.10225816) + (sqrt(abs(x2)) * 14.788938))) + ((((x0 * 4.9896193) - -0.061420977) * (x1 * x0)) + 11.4727125)) - x5"
