Complexity,Loss,Equation
1,66.39387,"-0.081095986"
2,66.24303,"abs(x1)"
3,47.132423,"x2 * -4.372943"
5,40.29708,"(x2 + x5) * -3.7316864"
7,29.774298,"2.9271307 * ((x0 * x1) - x2)"
9,15.8207655,"(((x0 * x1) - x5) - x2) * 4.3852286"
11,14.733404,"((((x0 * x1) * 1.3230745) - x5) - x2) * 3.974204"
13,13.245421,"2.9271307 * ((((x0 * (x1 + x1)) - x5) - x2) - x2)"
15,9.426377,"((((x0 * x1) - x5) - x2) * 2.9271307) + ((x4 * 2.8879132) * x3)"
17,3.8801577,"(((((x0 * x1) * 1.2572819) - x5) - x2) * 3.9514065) + ((x4 * x3) * 3.0236118)"
19,2.6519854,"(((((x0 * x1) - x5) - x2) * 4.2776423) + (3.078094 * (x3 * x4))) + (x5 + 0.3983473)"
23,2.5283737,"(((((((x0 * (x1 + 0.012562795)) - x5) - x2) * 4.2776423) + (3.078094 * (x4 * x3))) + x5) + 0.3983473) + -0.4077229"
29,1.5072491,"(((((x0 - x4) - x4) * x1) - x2) * 1.6661233) + ((((x1 * (x4 + x0)) + (x3 * x4)) + ((-0.004448894 - x5) - x2)) * 3.205578)"
