seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.5962994655937046,0.14533998446153593,0.3114330960490942,0.881165835138315,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
1,False,1.1980339915662273,0.13496651547367566,0.9334996212378229,1.4625683618946317,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
2,False,1.2815898577174984,0.0836218819020767,1.1176909691894281,1.4454887462455688,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
3,False,0.4879070509773836,0.13547418741177078,0.22237764365031293,0.7534364583044544,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
4,False,0.613436685866596,0.227914206896985,0.1667248403485055,1.0601485313846866,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
5,False,0.5634459088815689,0.15578360548272063,0.2581100421354364,0.8687817756277013,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
6,False,0.19037975544352015,0.18926502419880953,-0.18057969198614654,0.5613392028731868,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sq', 0, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
7,False,1.223882485049078,0.13289129362923288,0.9634155495357815,1.4843494205623744,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4), ('sq', 0, None)]","[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4), ('sq', 0, None)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
8,False,1.176145206003126,0.1412245062504629,0.8993451737522189,1.4529452382540333,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
9,False,1.1222074303692002,0.10944027995585674,0.907704481655721,1.3367103790826795,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
10,False,0.5967928104258696,0.13929233124913967,0.32377984117755587,0.8698057796741834,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
11,False,1.072696891546497,0.1463406192297228,0.7858692778562403,1.3595245052367537,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
12,False,0.9434969189558153,0.11657203779873468,0.7150157248702953,1.1719781130413354,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
13,False,1.062085222413043,0.15117443385642537,0.7657833320544494,1.3583871127716367,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
14,False,1.014145230344946,0.11031066328086842,0.797936330314444,1.2303541303754482,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
15,False,1.063239894063178,0.12453217135966399,0.8191568381982366,1.3073229499281194,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 0, 43), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 0, 43), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]",{},{},dgp7,sr_pds_cf,NL + severe NL conf.,SR-PDS (CF),0.5
