seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.49725367926232844,0.04986789459402009,0.39951260585804904,0.5949947526666078,sr_pds,sr_pds,"[('int', 0, 1), ('int', 3, 4)]","[('int', 7, 43)]","[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.97330517118047, ('int', 3, 4): 2.9401040056859253}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
1,False,0.2616918784497021,0.14547434774285864,-0.023437843126300817,0.546821600025705,sr_pds,sr_pds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 4.646652227933805}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
2,False,0.45629260958926127,0.17119939260032166,0.1207418000926308,0.7918434190858917,sr_pds,sr_pds,"[('int', 0, 1)]","[('int', 1, 36), ('int', 13, 36), ('int', 30, 36)]","[('int', 0, 1)]",[],"{('int', 0, 1): 4.8491421915080135}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
3,False,0.36156778043890075,0.3279587926949602,-0.28123145324322124,1.0043670141210228,sr_pds,sr_pds,[],[],[],[],{},{},dgp3,sr_pds,Interactions,SR-PDS,0.5
4,False,0.5524528207965528,0.04522178988298244,0.4638181126259072,0.6410875289671983,sr_pds,sr_pds,"[('int', 0, 1), ('int', 3, 4)]",[],"[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.94840854723219, ('int', 3, 4): 2.9290839918797755}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
5,False,0.5550582386297777,0.14233154477077403,0.27608841087906055,0.8340280663804948,sr_pds,sr_pds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 5.0407428619825145}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
6,False,0.6543912483607961,0.21090201929221586,0.241023290548053,1.0677592061735393,sr_pds,sr_pds,"[('int', 3, 4)]","[('int', 6, 32), ('int', 27, 32), ('int', 32, 38)]","[('int', 3, 4)]",[],"{('int', 3, 4): 3.0318442411048787}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
7,False,0.5502080598682294,0.04725218621859102,0.457593774879791,0.6428223448566678,sr_pds,sr_pds,"[('int', 0, 1), ('int', 3, 4)]",[],"[('int', 0, 1), ('int', 3, 4)]",[],"{('int', 0, 1): 4.951540205979906, ('int', 3, 4): 2.988003105314987}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
8,False,0.6574204914682483,0.1353573045319765,0.3921201745855744,0.9227208083509222,sr_pds,sr_pds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 4.629669886574701}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
9,False,0.5411983631198641,0.14045486807024085,0.2659068217021921,0.8164899045375362,sr_pds,sr_pds,"[('int', 0, 1)]",[],"[('int', 0, 1)]",[],"{('int', 0, 1): 5.152596566346588}",{},dgp3,sr_pds,Interactions,SR-PDS,0.5
