seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
21,False,0.4429956846929368,0.04204749184335661,0.36058260067995784,0.5254087687059158,sr_pds,sr_pds,[],"[('int', 3, 9)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
22,False,0.47078916503822477,0.04063918379520924,0.39113636479961467,0.5504419652768349,sr_pds,sr_pds,[],"[('int', 19, 44)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
23,False,0.47085024081227117,0.04281214897648817,0.3869384288183544,0.554762052806188,sr_pds,sr_pds,[],"[('int', 7, 21)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
24,False,0.5366724643743691,0.04487281483301416,0.44872174730166137,0.6246231814470768,sr_pds,sr_pds,[],"[('int', 20, 31)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
25,False,0.49312897081370805,0.04143860649310457,0.4119093020872231,0.574348639540193,sr_pds,sr_pds,[],"[('int', 2, 10), ('int', 2, 18), ('int', 2, 38), ('int', 10, 11), ('int', 10, 18), ('int', 10, 36), ('int', 10, 38), ('int', 11, 18), ('int', 11, 38), ('int', 18, 36), ('int', 36, 38), ('sq', 10, None)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
26,False,0.526429539693442,0.04731087583395359,0.43370022305889294,0.6191588563279911,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
27,False,0.46779482109495385,0.04552560344453645,0.3785646383436624,0.5570250038462453,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
28,False,0.5562325288371771,0.04455798127683569,0.46889888553457915,0.6435661721397751,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
29,False,0.569762039152844,0.04020154028612927,0.4909670201920306,0.6485570581136573,sr_pds,sr_pds,[],"[('int', 8, 19), ('int', 8, 27)]",[],"[('int', 8, 27)]",{},"{('int', 8, 27): -0.07788612399126506}",dgp1,sr_pds,Linear,SR-PDS,0.5
30,False,0.46650148265051083,0.047113926780883664,0.37415818615997887,0.5588447791410428,sr_pds,sr_pds,[],"[('int', 11, 33)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
31,False,0.39325834019074785,0.0422649632774493,0.31041901216694723,0.47609766821454846,sr_pds,sr_pds,[],"[('int', 9, 33), ('int', 10, 33)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
32,False,0.3971355591584288,0.04237759554770853,0.3140754718849201,0.4801956464319375,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
33,False,0.5673042897823724,0.04294734751834188,0.4831274886464223,0.6514810909183224,sr_pds,sr_pds,[],"[('int', 14, 20), ('int', 14, 43)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
34,False,0.48851845223414875,0.043778139203764235,0.40271329939477085,0.5743236050735266,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
35,False,0.5120048390431706,0.04676444121124573,0.420346534269129,0.6036631438172122,sr_pds,sr_pds,[],"[('int', 6, 29)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
36,False,0.5062442920991549,0.04413812462525324,0.41973356783365856,0.5927550163646512,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
37,False,0.46033666357137515,0.04356963468501186,0.3749401795887519,0.5457331475539984,sr_pds,sr_pds,[],"[('cubic', 10, 47)]",[],"[('cubic', 10, 47)]",{},"{('cubic', 10, 47): 0.005889499822905021}",dgp1,sr_pds,Linear,SR-PDS,0.5
38,False,0.4833954585529901,0.04425411633580814,0.39665739053480614,0.570133526571174,sr_pds,sr_pds,[],"[('int', 20, 36)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
39,False,0.5564930225805721,0.044573261991247864,0.46912942907772626,0.6438566160834179,sr_pds,sr_pds,[],"[('cubic', 10, 31)]",[],"[('cubic', 10, 31)]",{},"{('cubic', 10, 31): -0.04397838224484771}",dgp1,sr_pds,Linear,SR-PDS,0.5
40,False,0.5517721404133971,0.04456454408646131,0.4644256340039329,0.6391186468228612,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
41,False,0.46083893476064725,0.04314996371991111,0.37626500586962147,0.5454128636516731,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
42,False,0.4609256533709995,0.04643091185264617,0.369921066139813,0.551930240602186,sr_pds,sr_pds,[],"[('int', 20, 37)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
43,False,0.41583537855168096,0.04423733984794508,0.3291301924497086,0.5025405646536534,sr_pds,sr_pds,[],"[('int', 0, 35)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
44,False,0.46981007721475687,0.05012080441116501,0.37157330056887344,0.5680468538606402,sr_pds,sr_pds,[],"[('int', 9, 36)]",[],"[('int', 9, 36)]",{},"{('int', 9, 36): -0.05018327113404762}",dgp1,sr_pds,Linear,SR-PDS,0.5
45,False,0.43266802702252793,0.04353294202578031,0.3473434606519985,0.5179925933930574,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
46,False,0.42880117028994635,0.04645926318311714,0.33774101445103677,0.5198613261288559,sr_pds,sr_pds,[],"[('int', 40, 45)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
47,False,0.5135383595753403,0.04581871286704085,0.4237336823559403,0.6033430367947404,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
48,False,0.5527393274583221,0.04472778054792087,0.4650728775843972,0.640405777332247,sr_pds,sr_pds,[],"[('cubic', 23, 39), ('cubic', 23, 42)]",[],"[('cubic', 23, 39), ('cubic', 23, 42)]",{},"{('cubic', 23, 39): 0.019072543539666385, ('cubic', 23, 42): 0.04362879904279465}",dgp1,sr_pds,Linear,SR-PDS,0.5
49,False,0.47181581349482554,0.04618497728844832,0.38129325800946684,0.5623383689801843,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
50,False,0.5130783034758734,0.04600930873208888,0.42290005836097916,0.6032565485907676,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
51,False,0.491797743444227,0.050036660765699924,0.3937258883434551,0.5898695985449989,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
52,False,0.46925599014756825,0.04238004053349264,0.3861911107019227,0.5523208695932138,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
53,False,0.49754814512430184,0.047016230579463705,0.40539633318855295,0.5896999570600507,sr_pds,sr_pds,[],"[('int', 16, 38)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
54,False,0.4985703411933583,0.04606665058784911,0.40827970604117403,0.5888609763455426,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
55,False,0.47725514754634923,0.04330026400762744,0.39238663009139946,0.5621236650012991,sr_pds,sr_pds,[],"[('int', 9, 16)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
56,False,0.4328901989402037,0.04837233670771634,0.33808041899307967,0.5276999788873278,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
57,False,0.535695462857566,0.049234268079374054,0.43919629742199284,0.6321946282931391,sr_pds,sr_pds,[],"[('int', 13, 20)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
58,False,0.5557720134565955,0.045345451859311714,0.4668949278123446,0.6446490991008464,sr_pds,sr_pds,[],"[('int', 18, 25), ('int', 26, 35)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
59,False,0.5824834450139879,0.04257921776836067,0.49902817818800094,0.6659387118399748,sr_pds,sr_pds,[],"[('int', 9, 23), ('int', 9, 41), ('int', 9, 47), ('int', 12, 41), ('int', 20, 40)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
60,False,0.46769799506284077,0.0471246530348983,0.3753336751144401,0.5600623150112414,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
61,False,0.45788751579507825,0.050506536211042376,0.3588947048214352,0.5568803267687213,sr_pds,sr_pds,[],"[('int', 2, 5)]",[],"[('int', 2, 5)]",{},"{('int', 2, 5): -0.02642438778807453}",dgp1,sr_pds,Linear,SR-PDS,0.5
62,False,0.5643089839470627,0.051289139340992995,0.4637822708387165,0.664835697055409,sr_pds,sr_pds,[],"[('cubic', 6, 47), ('cubic', 47, 6)]",[],"[('cubic', 47, 6)]",{},"{('cubic', 47, 6): -0.029626715499620756}",dgp1,sr_pds,Linear,SR-PDS,0.5
63,False,0.514122910754655,0.044628465087209565,0.4266511191837242,0.6015947023255858,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
64,False,0.49278365172997246,0.045902126094760055,0.40281548458424277,0.5827518188757022,sr_pds,sr_pds,[],"[('int', 2, 12), ('int', 3, 12), ('int', 17, 42)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
65,False,0.5074470187914174,0.04552343411556685,0.41822108792490637,0.5966729496579284,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
66,False,0.570144454079476,0.045805854276011304,0.48036497969849384,0.6599239284604581,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
67,False,0.5132984094275174,0.0420876488845913,0.4308066176137184,0.5957902012413163,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
68,False,0.4821149882030121,0.04590869912937517,0.39213393790943674,0.5720960384965874,sr_pds,sr_pds,[],"[('int', 16, 47)]",[],"[('int', 16, 47)]",{},"{('int', 16, 47): 0.022128373131435838}",dgp1,sr_pds,Linear,SR-PDS,0.5
69,False,0.47933733602842205,0.04585914597242915,0.3894534099224609,0.5692212621343832,sr_pds,sr_pds,[],"[('int', 4, 11)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
70,False,0.4381582723202024,0.044361557381747886,0.3512096198519765,0.5251069247884282,sr_pds,sr_pds,[],"[('int', 15, 19), ('sq', 15, None)]",[],"[('sq', 15, None)]",{},"{('sq', 15, None): 0.005524117078751164}",dgp1,sr_pds,Linear,SR-PDS,0.5
71,False,0.47188441836630446,0.0483374613351513,0.3771429941494079,0.566625842583201,sr_pds,sr_pds,[],"[('int', 10, 45), ('int', 17, 32), ('int', 32, 39)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
72,False,0.5215378295416684,0.049290763620220425,0.42492793284603636,0.6181477262373004,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
73,False,0.5304773670123292,0.038928946696149117,0.4541766314878769,0.6067781025367814,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
74,False,0.4728708491681136,0.04408664897723396,0.38646101717273507,0.5592806811634922,sr_pds,sr_pds,[],"[('int', 16, 40)]",[],"[('int', 16, 40)]",{},"{('int', 16, 40): 0.06846808066262106}",dgp1,sr_pds,Linear,SR-PDS,0.5
75,False,0.5348728683967158,0.04749663829752539,0.44177945733356605,0.6279662794598655,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
76,False,0.5374507769890058,0.0446093333918891,0.4500164835409032,0.6248850704371084,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
77,False,0.6492161515039622,0.04300406401818646,0.5649281860283167,0.7335041169796076,sr_pds,sr_pds,[],"[('int', 4, 21), ('int', 21, 47)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
78,False,0.47793577242807256,0.047108906262796076,0.38560231615299223,0.5702692287031529,sr_pds,sr_pds,[],"[('int', 28, 35), ('int', 35, 49)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
79,False,0.526152180461189,0.04845888443847263,0.4311727669617826,0.6211315939605953,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
80,False,0.4173591217992775,0.04121287669478764,0.33658188347749374,0.4981363601210612,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
81,False,0.4201706374834082,0.05170854087915171,0.3188218973602709,0.5215193776065455,sr_pds,sr_pds,[],"[('int', 23, 42)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
82,False,0.5760146833605897,0.048441680145809504,0.4810689902748031,0.6709603764463763,sr_pds,sr_pds,[],"[('int', 0, 10)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
83,False,0.42720038377922237,0.04518818681765091,0.33863153761662657,0.5157692299418182,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
84,False,0.5310066532032132,0.04621950242786005,0.4404164284446075,0.6215968779618188,sr_pds,sr_pds,[],"[('int', 29, 49), ('sq', 29, None)]",[],"[('sq', 29, None)]",{},"{('sq', 29, None): 0.04863210316967339}",dgp1,sr_pds,Linear,SR-PDS,0.5
85,False,0.5294376980887987,0.0373751782551817,0.4561823487086426,0.6026930474689548,sr_pds,sr_pds,[],"[('int', 1, 32), ('int', 32, 47)]",[],"[('int', 32, 47)]",{},"{('int', 32, 47): -0.01787083360079368}",dgp1,sr_pds,Linear,SR-PDS,0.5
86,False,0.5541279004010514,0.04219817900788915,0.47141946954558867,0.6368363312565142,sr_pds,sr_pds,[],"[('int', 1, 26), ('int', 7, 26), ('int', 26, 49)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
87,False,0.47076474736767354,0.04699581105582146,0.37865295769826346,0.5628765370370836,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
88,False,0.501739823546395,0.04484592583072202,0.41384180891817984,0.5896378381746101,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
89,False,0.42401843195936334,0.04842681686773658,0.32910187089859966,0.518934993020127,sr_pds,sr_pds,[],"[('int', 1, 19), ('int', 19, 49)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
90,False,0.5584375224865711,0.04719145336760579,0.46594227388606374,0.6509327710870785,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
91,False,0.4671182822147647,0.04184307616889227,0.3851058529237359,0.5491307115057935,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
92,False,0.529014709686988,0.0388340915140002,0.4528998903195477,0.6051295290544284,sr_pds,sr_pds,[],"[('int', 20, 30), ('int', 30, 32), ('int', 30, 46)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
93,False,0.48795144403284196,0.04547135127901842,0.39882759552596586,0.577075292539718,sr_pds,sr_pds,[],"[('int', 6, 27), ('int', 6, 28)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
94,False,0.4909400609868603,0.04312546674105047,0.4064141461744014,0.5754659757993192,sr_pds,sr_pds,[],"[('sq', 44, None)]",[],"[('sq', 44, None)]",{},"{('sq', 44, None): -0.050002440694705295}",dgp1,sr_pds,Linear,SR-PDS,0.5
95,False,0.5723682846952186,0.051058301531972,0.47229401369255347,0.6724425556978837,sr_pds,sr_pds,[],"[('int', 6, 26)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
96,False,0.46965751954280416,0.0445999738549042,0.38224157078719195,0.5570734682984164,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
97,False,0.5650322419421091,0.039515801648595104,0.4875812707108627,0.6424832131733555,sr_pds,sr_pds,[],"[('int', 15, 21)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
98,False,0.44589201701822334,0.04941864874848887,0.34903146547118513,0.5427525685652616,sr_pds,sr_pds,[],"[('int', 21, 24)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
99,False,0.53294466732319,0.04532786751903341,0.4441020469858845,0.6217872876604955,sr_pds,sr_pds,[],"[('int', 12, 30)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
100,False,0.5713725969667534,0.04653293030582831,0.4801680535673299,0.6625771403661769,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
101,False,0.5338154987417916,0.046762169057034876,0.4421616473900032,0.62546935009358,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
102,False,0.5217105967109892,0.04730367668055521,0.428995390417101,0.6144258030048774,sr_pds,sr_pds,[],"[('cubic', 30, 13)]",[],"[('cubic', 30, 13)]",{},"{('cubic', 30, 13): -0.03893092953407395}",dgp1,sr_pds,Linear,SR-PDS,0.5
103,False,0.44822930562386104,0.046555018856769284,0.35698146866459324,0.5394771425831288,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
104,False,0.501969713200798,0.04338190690638305,0.4169411756642872,0.5869982507373087,sr_pds,sr_pds,[],"[('int', 6, 10)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
105,False,0.46475220972906434,0.04668316058970022,0.3732532149732519,0.5562512044848767,sr_pds,sr_pds,[],"[('int', 1, 43), ('int', 1, 45)]",[],"[('int', 1, 43), ('int', 1, 45)]",{},"{('int', 1, 43): -0.06953893272844765, ('int', 1, 45): -0.008654156966182}",dgp1,sr_pds,Linear,SR-PDS,0.5
106,False,0.48626372750887537,0.0484709685371026,0.3912606291761543,0.5812668258415965,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
107,False,0.5595846071873855,0.04600671632484463,0.46941144319068995,0.649757771184081,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
108,False,0.4402761651268062,0.04367810897279219,0.3546670715401335,0.5258852587134788,sr_pds,sr_pds,[],"[('int', 27, 39), ('int', 27, 47)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
109,False,0.45138264826839125,0.04025023537923433,0.372492186925092,0.5302731096116905,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
110,False,0.5630999090065707,0.04705149689170343,0.470878975098832,0.6553208429143094,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
111,False,0.5218346360733396,0.048202556415826735,0.4273576254983192,0.61631164664836,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
112,False,0.4855458309515378,0.04160905047950221,0.4039920920117135,0.5670995698913621,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
113,False,0.49686745575840546,0.045633619900644254,0.40742556075314273,0.5863093507636682,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
114,False,0.5773164357019398,0.047434287702854544,0.4843452318043449,0.6702876395995347,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
115,False,0.5087829654852069,0.04366611265178604,0.4231973846877062,0.5943685462827075,sr_pds,sr_pds,[],"[('int', 10, 13), ('int', 10, 20), ('int', 13, 20), ('int', 13, 36), ('int', 20, 36), ('sq', 20, None)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
116,False,0.49012760594268023,0.0437599001259277,0.40435820169586195,0.5758970101894986,sr_pds,sr_pds,[],"[('int', 4, 9)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
117,False,0.42757198435474736,0.043185799979098584,0.3429278163957141,0.5122161523137806,sr_pds,sr_pds,[],"[('int', 0, 13), ('int', 7, 13), ('int', 13, 14)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
118,False,0.493329112390873,0.04746531666098121,0.40029709173534983,0.5863611330463961,sr_pds,sr_pds,[],"[('int', 4, 29), ('int', 4, 45)]",[],"[('int', 4, 45)]",{},"{('int', 4, 45): -0.0962170044265965}",dgp1,sr_pds,Linear,SR-PDS,0.5
119,False,0.43919391610922326,0.04495376854481634,0.3510845297613832,0.5273033024570632,sr_pds,sr_pds,[],"[('cubic', 15, 14), ('cubic', 15, 32), ('cubic', 21, 7), ('int', 14, 21), ('int', 14, 42), ('int', 15, 42), ('int', 21, 32), ('int', 32, 42), ('sq', 15, None)]",[],"[('cubic', 15, 32), ('cubic', 21, 7)]",{},"{('cubic', 15, 32): -0.020891611579527358, ('cubic', 21, 7): 0.04818417136110597}",dgp1,sr_pds,Linear,SR-PDS,0.5
120,False,0.43581152145901075,0.044653204163562325,0.3482912412984286,0.5233318016195929,sr_pds,sr_pds,[],"[('int', 17, 49)]",[],"[('int', 17, 49)]",{},"{('int', 17, 49): -0.025382704019422494}",dgp1,sr_pds,Linear,SR-PDS,0.5
121,False,0.5403127414547244,0.04361088260341057,0.4548354115520397,0.6257900713574092,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
122,False,0.4583417488099294,0.04419011770421077,0.3717291181096763,0.5449543795101826,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
123,False,0.5208635412059667,0.04524072474799299,0.4321917206999004,0.6095353617120329,sr_pds,sr_pds,[],[],[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
124,False,0.5322622989811526,0.0434584138426448,0.4470838078495688,0.6174407901127364,sr_pds,sr_pds,[],"[('int', 4, 10), ('int', 4, 36), ('int', 10, 23), ('int', 10, 31), ('int', 10, 32), ('int', 23, 36), ('int', 31, 36), ('int', 32, 36)]",[],[],{},{},dgp1,sr_pds,Linear,SR-PDS,0.5
