seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.2751173015371681,0.2005947978533369,-0.11804850225537217,0.6682831053297085,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 4, 9), ('int', 27, 38)]","[('sq', 0, None)]",[],"{('sq', 0, None): 5.012438528870166}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
1,False,0.3124651538297979,0.2364155512163496,-0.15090932655424733,0.7758396342138432,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 5.080137270232689}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
2,False,0.4601133297845234,0.04810267067922682,0.36583209525323884,0.5543945643158079,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.010417762714056, ('sq', 2, None): 3.035110224016058}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
3,False,0.47173375916627136,0.043895313382543065,0.38569894493648693,0.5577685733960558,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.946777671020764, ('sq', 2, None): 2.990164473627862}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
4,False,0.5488619374297794,0.04534014302455248,0.45999525710165656,0.6377286177579022,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.027033001330868, ('sq', 2, None): 2.996292898471559}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
5,False,0.42265092928929204,0.04421686537590993,0.3359858731525086,0.5093159854260755,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]","[('int', 15, 35), ('int', 15, 49)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.986568722290863, ('sq', 2, None): 2.992679639649051}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
6,False,0.5083616142620017,0.042921886158453416,0.424234717391433,0.5924885111325704,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]","[('int', 10, 49)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.942844207272746, ('sq', 2, None): 3.0084813732619162}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
7,False,0.5615806309346885,0.046069957781342624,0.47128351368325694,0.65187774818612,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]","[('int', 13, 34), ('int', 14, 34)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.938171719699617, ('sq', 2, None): 3.017804154705824}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
8,False,0.18204568768730692,0.1873010079828608,-0.18506428795910027,0.5491556633337141,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 4.823845570249269}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
9,False,0.25028630580085837,0.256796058312045,-0.2530339684907498,0.7536065800924665,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 4, 31), ('int', 11, 31)]","[('sq', 0, None)]","[('int', 4, 31)]","{('sq', 0, None): 4.838456458588123}","{('int', 4, 31): -0.12990307770943937}",dgp2,sr_pds,Quadratic,SR-PDS,0.5
10,False,0.6172103840189874,0.1734485498638753,0.2772512262857918,0.957169541752183,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 3, 34)]","[('sq', 0, None)]","[('int', 3, 34)]","{('sq', 0, None): 5.182307580747765}","{('int', 3, 34): -0.3216093392395092}",dgp2,sr_pds,Quadratic,SR-PDS,0.5
11,False,0.5552277547230768,0.18032390443217725,0.20179290203600947,0.9086626074101443,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 4.819115642937397}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
12,False,0.5418309861631807,0.045802901238546474,0.45205729973562964,0.6316046725907318,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]","[('int', 14, 26)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.970879242972263, ('sq', 2, None): 2.9915734197812784}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
13,False,0.6889658640753933,0.15630637430399655,0.38260537043956006,0.9953263577112266,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 4.948893941358292}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
