seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.5288268214304004,0.14171797539577605,0.25105958965467934,0.8065940532061214,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.905436776043362, ('log', 2, None): -5.060689327300802}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
1,False,0.39103501360806603,0.35439267816223774,-0.30357463558991993,1.085644662806052,sr_pds,sr_pds,"[('sqrt', 2, None)]",[],"[('sqrt', 2, None)]",[],"{('sqrt', 2, None): -14.819672525595763}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
2,False,0.7575014289668488,0.3141654806868543,0.14173708682061437,1.3732657711130831,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.955925046170684}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
3,False,0.43108300351318657,0.142591511614981,0.15160364074782384,0.7105623662785493,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.915809828349883, ('log', 2, None): -4.9025973438315145}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
4,False,0.3261396613227468,0.3113302745720131,-0.2840676768383989,0.9363469994838924,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.920146719000312}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
5,False,0.5590368696207424,0.1413170918394716,0.282055369615378,0.8360183696261068,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.994478891777332, ('log', 2, None): -5.216755188258241}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
6,False,0.4687193152472342,0.1272799936169369,0.21925052775803788,0.7181881027364305,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.0335693755468895, ('log', 2, None): -5.078759688518719}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
7,False,0.5968189478810876,0.2956684222538236,0.01730884026359325,1.176329055498582,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.785738132147457}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
8,False,1.248377941705872,0.29676042934574626,0.6667275001882094,1.8300283832235347,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 33, 40)]","[('cubic', 0, 1)]","[('cubic', 33, 40)]","{('cubic', 0, 1): 5.252187591571106}","{('cubic', 33, 40): -0.2631253192950045}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
9,False,0.5387648289296065,0.14315066898943427,0.2581895177103154,0.8193401401488977,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.936169400342169, ('log', 2, None): -5.019390800548823}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
10,False,0.2309466387529333,0.30141578860887097,-0.35982830692045376,0.8217215844263204,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('int', 3, 34), ('int', 3, 43)]","[('cubic', 0, 1)]","[('int', 3, 34)]","{('cubic', 0, 1): 4.816560626509556}","{('int', 3, 34): -0.31168217011315374}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
11,False,0.6393198654508624,0.2881245718124504,0.07459570469845966,1.204044026203265,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.832136704194993}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
12,False,0.3151997271960016,0.12256698020071977,0.07496844600259084,0.5554310083894123,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 0, 21), ('int', 6, 21)]","[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.041848749635996, ('log', 2, None): -4.734628211027063}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
13,False,0.43209206841117476,0.3261922466448612,-0.2072447350127532,1.0714288718351028,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.913140701783235}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
14,False,0.7387911294136329,0.13316855573136926,0.47778076018014914,0.9998014986471166,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.992546540814248, ('log', 2, None): -5.214071637979146}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
15,False,0.6090938161984306,0.2332176156299214,0.15198728956378466,1.0662003428330766,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('int', 26, 42)]","[('cubic', 0, 1)]","[('int', 26, 42)]","{('cubic', 0, 1): 5.29389950697083}","{('int', 26, 42): -0.40681355375763867}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
16,False,0.7614403952242309,0.14715346182508496,0.4730196100470644,1.0498611804013973,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 18, 24)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 18, 24)]","{('cubic', 0, 1): 5.022965163979366, ('log', 2, None): -5.096963086111786}","{('int', 18, 24): -0.058549591497281575}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
17,False,1.1987509921197066,0.2850782955744101,0.6399975327938627,1.7575044514455505,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 5.042696340676421}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
18,False,0.08811051907766662,0.4685793127612151,-0.8303049339343149,1.0065259720896482,sr_pds,sr_pds,[],"[('int', 0, 14), ('int', 0, 44)]",[],"[('int', 0, 44)]",{},"{('int', 0, 44): 1.7874543884818552}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
19,False,0.4470993981550206,0.14602020812420452,0.16089979023157974,0.7332990060784614,sr_pds,sr_pds,"[('cubic', 0, 1), ('sqrt', 2, None)]",[],"[('cubic', 0, 1), ('sqrt', 2, None)]",[],"{('cubic', 0, 1): 4.92262797565829, ('sqrt', 2, None): -14.495485405015746}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
20,False,0.8044202266829383,0.2733532505391873,0.26864785562613125,1.3401925977397453,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.684653307684927}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
21,False,0.6340519193119749,0.29788459819296886,0.05019810685375592,1.2179057317701938,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('int', 16, 21), ('int', 16, 46)]","[('cubic', 0, 1)]","[('int', 16, 21)]","{('cubic', 0, 1): 5.035629323861402}","{('int', 16, 21): -0.4564330103590015}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
22,False,0.40422415226774705,0.12368275545278563,0.1618059515802872,0.6466423529552069,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 1, 35), ('int', 15, 35)]","[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.907422330385424, ('log', 2, None): -4.917351932557744}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
23,False,0.4189453564445786,0.28641932742490966,-0.1424365253082443,0.9803272381974015,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.800631075199892}",{},dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
24,False,0.787912236835699,0.2947311477291763,0.21023918728651347,1.3655852863848845,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('int', 12, 31), ('int', 20, 31), ('sq', 31, None)]","[('cubic', 0, 1)]","[('int', 12, 31), ('sq', 31, None)]","{('cubic', 0, 1): 5.1722589966918635}","{('int', 12, 31): -0.8804625901242032, ('sq', 31, None): 0.5662705531815205}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
25,False,0.5836169295595237,0.12467425190011579,0.33925539583529674,0.8279784632837507,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 9, 36), ('int', 17, 36), ('int', 18, 36), ('int', 36, 39)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 17, 36)]","{('cubic', 0, 1): 5.109193349052598, ('log', 2, None): -5.2492975900939225}","{('int', 17, 36): -0.2068961864897035}",dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5
