seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.6590998919324914,0.2602861558221306,0.14893902652111546,1.1692607573438674,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
1,False,0.32687037398041574,0.21553664735388928,-0.09558145483320724,0.7493222027940387,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
2,False,0.6520638251502486,0.25332396711248656,0.155548849609775,1.1485788006907223,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1)]","[('int', 3, 4)]","[('cubic', 0, 1)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
3,False,0.569769222503112,0.1986892133776041,0.18033836428300798,0.959200080723216,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
4,False,0.4975949213615914,0.23394306032302165,0.03906652312846898,0.9561233195947139,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sq', 0, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
5,False,0.4837579939201594,0.15507315281249345,0.1798146144076722,0.7877013734326466,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
6,False,0.3009545803827274,0.24017333084429518,-0.16978514807209116,0.7716943088375459,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1)]","[('int', 3, 4)]","[('cubic', 0, 1)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
7,False,0.26581646308861606,0.23594089879338195,-0.19662769854641254,0.7282606247236447,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
8,False,1.0551783854646302,0.2514733547390209,0.5622906101761492,1.5480661607531112,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
9,False,0.7695399454395243,0.17623982805000638,0.4241098824615118,1.114970008417537,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
10,False,0.48775101504806406,0.2556359154042769,-0.013295379144318664,0.9887974092404468,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
11,False,0.5731731159888596,0.22700791391504865,0.12823760471536422,1.018108627262355,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
12,False,0.4485297527576529,0.2032288087946079,0.050201287520221405,0.8468582179950843,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
13,False,0.416882109036276,0.24933136123369964,-0.07180735898177532,0.9055715770543273,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
14,False,0.5324834177047388,0.26008919848387857,0.02270858867633685,1.042258246733141,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
15,False,0.3384851479319085,0.2083479268584395,-0.06987678871063296,0.7468470845744499,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('sq', 0, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('sq', 0, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
16,False,0.8339660564453559,0.2100447951877742,0.42227825787731854,1.2456538550133933,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
17,False,0.9691290876544179,0.3353897332645336,0.3117652104559321,1.6264929648529036,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
18,False,0.29873094579717707,0.25248580033279044,-0.19614122285509217,0.7936031144494463,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
19,False,0.6907007553106379,0.13673475034277696,0.4227006446387951,0.9587008659824807,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
20,False,0.6955698249780157,0.24887692819525886,0.2077710457153083,1.183368604240723,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
21,False,0.7811395666771369,0.2238306047485934,0.3424315813698939,1.2198475519843799,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('int', 36, 49), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('int', 36, 49), ('log', 2, None)]","[('int', 3, 4)]",{},{},dgp6,sr_pds_cf,NL + mild NL conf.,SR-PDS (CF),0.5
