seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.4743194147006126,0.05826621170281036,0.3601176397631043,0.588521189638121,sr_pds_cf,sr_pds_cf,[],"[('int', 23, 24), ('int', 23, 34), ('int', 24, 34), ('int', 25, 34), ('int', 34, 40), ('int', 34, 48), ('sq', 34, None)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
1,False,0.4195465782039611,0.0540711458154158,0.31356713240574613,0.5255260240021761,sr_pds_cf,sr_pds_cf,[],"[('int', 0, 33), ('int', 0, 34), ('int', 9, 30), ('int', 21, 33), ('int', 21, 34), ('int', 33, 40), ('int', 33, 46), ('int', 34, 40), ('int', 34, 46)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
2,False,0.44973890484379864,0.05424014316813382,0.34342822423425634,0.5560495854533409,sr_pds_cf,sr_pds_cf,[],"[('int', 16, 27), ('int', 30, 39), ('int', 38, 43)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
3,False,0.43378980061667577,0.050181250515706065,0.3354345496058919,0.5321450516274596,sr_pds_cf,sr_pds_cf,[],"[('cubic', 27, 35), ('int', 0, 10), ('int', 0, 14), ('int', 1, 17), ('int', 1, 36), ('int', 3, 24), ('int', 10, 49), ('int', 14, 49)]",[],"[('cubic', 27, 35), ('int', 0, 10)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
4,False,0.5790527792926844,0.04823650749921493,0.48450922459422313,0.6735963339911457,sr_pds_cf,sr_pds_cf,[],"[('int', 8, 9), ('int', 8, 10)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
5,False,0.4411270418103859,0.0488637363029793,0.3453541186565465,0.5368999649642253,sr_pds_cf,sr_pds_cf,[],"[('int', 15, 35), ('int', 30, 37)]",[],"[('int', 15, 35)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
6,False,0.49154622619120286,0.04772557683319964,0.39800409559813155,0.5850883567842742,sr_pds_cf,sr_pds_cf,[],"[('cubic', 46, 21), ('int', 16, 34), ('int', 16, 37), ('int', 22, 36), ('int', 24, 36), ('int', 34, 37), ('sq', 16, None)]",[],"[('cubic', 46, 21)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
7,False,0.5446112814628791,0.05103408701831595,0.44458447090697983,0.6446380920187783,sr_pds_cf,sr_pds_cf,[],[],[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
8,False,0.4763280654290798,0.05071135403268589,0.3769338115250155,0.5757223193331441,sr_pds_cf,sr_pds_cf,[],"[('int', 5, 9), ('int', 5, 28), ('int', 5, 45), ('sq', 33, None)]",[],"[('sq', 33, None)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
9,False,0.48800247194036056,0.049051259054747165,0.3918620041930561,0.584142939687665,sr_pds_cf,sr_pds_cf,[],"[('int', 2, 26)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
10,False,0.4503315965158278,0.04764187300466834,0.3569535254266779,0.5437096676049777,sr_pds_cf,sr_pds_cf,[],"[('int', 3, 34), ('int', 12, 31), ('int', 28, 31), ('int', 31, 45)]",[],"[('int', 3, 34)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
11,False,0.5725675171219272,0.0483241064964569,0.4778522683888717,0.6672827658549827,sr_pds_cf,sr_pds_cf,[],"[('cubic', 27, 29), ('int', 0, 46), ('int', 3, 27), ('int', 21, 46), ('int', 24, 46)]",[],"[('cubic', 27, 29), ('int', 24, 46)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
12,False,0.569684278765737,0.04882703275064965,0.4739832945744637,0.6653852629570103,sr_pds_cf,sr_pds_cf,[],"[('int', 0, 3), ('int', 0, 21), ('int', 4, 16), ('int', 4, 34), ('int', 4, 47), ('int', 6, 9), ('int', 9, 13), ('int', 9, 17), ('int', 9, 38), ('int', 14, 36), ('int', 14, 37), ('int', 36, 46), ('int', 37, 46)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
13,False,0.5666611425178593,0.04963047416359925,0.4693854131572047,0.6639368718785138,sr_pds_cf,sr_pds_cf,[],"[('int', 1, 22), ('int', 1, 27), ('int', 1, 39), ('int', 5, 41), ('int', 22, 46), ('int', 27, 46)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
14,False,0.5696399253267845,0.05013832092957678,0.4713688163048141,0.667911034348755,sr_pds_cf,sr_pds_cf,[],[],[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
15,False,0.4305549985600699,0.04564856429836555,0.3410838125352734,0.5200261845848664,sr_pds_cf,sr_pds_cf,[],"[('int', 3, 5), ('int', 8, 26), ('int', 16, 32), ('int', 26, 42)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
16,False,0.5743124875224395,0.05094619076712978,0.4744579536188651,0.6741670214260138,sr_pds_cf,sr_pds_cf,[],"[('int', 1, 5), ('int', 1, 16), ('int', 1, 40), ('int', 5, 36), ('int', 8, 36), ('int', 16, 36), ('int', 17, 27), ('int', 17, 29), ('int', 17, 35), ('int', 17, 43), ('int', 17, 44), ('int', 36, 37), ('int', 36, 40)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
17,False,0.445153862070284,0.04759178205623764,0.35187396924005826,0.5384337549005098,sr_pds_cf,sr_pds_cf,[],"[('int', 22, 27), ('int', 30, 34), ('int', 34, 45), ('sq', 34, None)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
18,False,0.5197110926145988,0.05039614687327996,0.4209346447429701,0.6184875404862276,sr_pds_cf,sr_pds_cf,[],"[('int', 0, 14), ('int', 0, 44), ('int', 3, 5), ('int', 5, 25), ('int', 5, 30), ('int', 7, 14), ('int', 7, 30), ('int', 14, 16), ('int', 14, 22), ('int', 14, 32), ('int', 14, 47), ('int', 14, 48), ('int', 16, 17), ('int', 16, 42), ('int', 22, 30), ('int', 30, 32), ('int', 30, 47), ('int', 30, 48), ('sq', 0, None)]",[],"[('int', 14, 48)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
19,False,0.49141630603602054,0.051189091926242644,0.39108568586058495,0.5917469262114561,sr_pds_cf,sr_pds_cf,[],"[('int', 15, 28), ('int', 20, 27), ('int', 20, 28), ('int', 27, 28), ('int', 27, 48), ('int', 28, 43)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
20,False,0.432934796011442,0.047223343196923145,0.34037704334547264,0.5254925486774114,sr_pds_cf,sr_pds_cf,[],"[('int', 1, 28), ('int', 1, 42), ('int', 3, 41), ('int', 25, 28), ('int', 25, 42)]",[],"[('int', 3, 41)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
21,False,0.45708380918345953,0.046848752273539115,0.3652602547273229,0.5489073636395962,sr_pds_cf,sr_pds_cf,[],"[('int', 6, 49), ('int', 36, 40)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
22,False,0.4766970571721311,0.04480361263464862,0.38888197640821986,0.5645121379360424,sr_pds_cf,sr_pds_cf,[],"[('int', 2, 8), ('int', 8, 46), ('int', 15, 22), ('int', 15, 35), ('int', 30, 36)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
23,False,0.4753243593342315,0.04669411956568434,0.38380388498549023,0.5668448336829728,sr_pds_cf,sr_pds_cf,[],"[('int', 2, 32), ('int', 3, 32), ('int', 6, 12), ('int', 7, 46), ('int', 14, 32), ('int', 19, 32), ('int', 21, 32), ('int', 29, 30)]",[],"[('int', 7, 46), ('int', 29, 30)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
24,False,0.5370101391222306,0.049566321889334825,0.43986014821913433,0.6341601300253269,sr_pds_cf,sr_pds_cf,[],"[('cubic', 14, 1), ('cubic', 31, 21), ('cubic', 31, 33), ('cubic', 35, 34), ('int', 0, 34), ('int', 1, 14), ('int', 14, 31), ('int', 21, 34), ('int', 31, 33), ('int', 34, 35)]",[],"[('cubic', 14, 1), ('cubic', 31, 21), ('cubic', 31, 33), ('cubic', 35, 34)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
25,False,0.4919783370105707,0.046025295587567704,0.401768757658938,0.5821879163622034,sr_pds_cf,sr_pds_cf,[],[],[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
26,False,0.5595376910742896,0.05098111361897656,0.4596147083810956,0.6594606737674837,sr_pds_cf,sr_pds_cf,[],"[('int', 10, 21), ('int', 11, 22), ('int', 14, 22), ('int', 35, 39), ('int', 39, 43)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
27,False,0.4431506301255572,0.0507136243808425,0.3437519263391059,0.5425493339120085,sr_pds_cf,sr_pds_cf,[],"[('int', 2, 17), ('int', 2, 38), ('int', 2, 45), ('int', 2, 47), ('int', 10, 32), ('int', 10, 48)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
28,False,0.556708702726959,0.049550008987462084,0.45959068511153334,0.6538267203423848,sr_pds_cf,sr_pds_cf,"[('int', 0, 4), ('int', 1, 4)]","[('cubic', 7, 9), ('cubic', 7, 36), ('int', 3, 4), ('int', 4, 49), ('int', 5, 24), ('int', 11, 48), ('int', 26, 27)]","[('int', 1, 4)]","[('cubic', 7, 9), ('cubic', 7, 36)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
29,False,0.5939800307651111,0.046404806746406624,0.5030266095421541,0.6849334519880681,sr_pds_cf,sr_pds_cf,[],"[('int', 2, 11), ('int', 2, 13), ('int', 2, 16), ('int', 2, 37), ('int', 11, 18), ('int', 13, 17), ('int', 13, 18), ('int', 16, 18), ('int', 17, 18), ('int', 17, 22), ('int', 18, 37)]",[],"[('int', 17, 18)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
30,False,0.4735001976127573,0.05148256712031503,0.37259436605693985,0.5744060291685747,sr_pds_cf,sr_pds_cf,[],"[('int', 3, 5), ('int', 8, 24), ('int', 11, 33), ('int', 24, 48)]",[],[],{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
31,False,0.3976726354852491,0.047701416072127786,0.30417785998387864,0.4911674109866196,sr_pds_cf,sr_pds_cf,[],"[('cubic', 7, 35), ('cubic', 7, 39), ('int', 7, 35), ('int', 7, 39), ('int', 18, 35), ('int', 18, 39), ('int', 23, 41)]",[],"[('cubic', 7, 35), ('cubic', 7, 39), ('int', 18, 35)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
32,False,0.40194926964575806,0.046261030979373854,0.3112776489261853,0.4926208903653308,sr_pds_cf,sr_pds_cf,[],"[('cubic', 9, 15), ('int', 6, 44), ('int', 18, 21), ('int', 21, 47), ('int', 32, 44), ('int', 39, 44)]",[],"[('cubic', 9, 15)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
33,False,0.5941096070537906,0.046808633659356474,0.5023646850814518,0.6858545290261293,sr_pds_cf,sr_pds_cf,[],"[('int', 5, 35), ('int', 7, 9), ('int', 7, 10), ('int', 14, 20), ('int', 14, 29), ('int', 14, 43), ('int', 29, 30)]",[],"[('int', 7, 9), ('int', 7, 10)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
34,False,0.5135926783077206,0.047795337138399265,0.41991381751645807,0.6072715390989831,sr_pds_cf,sr_pds_cf,[],"[('cubic', 41, 9), ('cubic', 41, 11), ('int', 2, 21), ('int', 5, 12), ('int', 6, 32), ('int', 9, 13), ('int', 11, 21), ('int', 12, 16)]",[],"[('int', 9, 13)]",{},{},dgp1,sr_pds_cf,Linear,SR-PDS (CF),0.5
