seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.710167948572714,0.1508217345157726,0.41455734892179974,1.0057785482236283,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 17, 33), ('int', 21, 33), ('int', 23, 24), ('int', 23, 34), ('int', 24, 33), ('int', 33, 34), ('int', 33, 39), ('int', 34, 48)]","[('int', 0, 1), ('int', 3, 4)]",[],{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
1,False,0.29000110088106323,0.14910532020970138,-0.00224532672995148,0.582247528492078,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 40, 46), ('cubic', 46, 39), ('int', 1, 25), ('int', 5, 14), ('int', 14, 39), ('int', 18, 42), ('int', 22, 40)]","[('int', 0, 1), ('int', 3, 4)]","[('cubic', 40, 46), ('cubic', 46, 39)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
2,False,0.23695259886624012,0.15836559170277298,-0.0734439608711949,0.5473491586036752,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 0, 44), ('int', 23, 44)]","[('int', 0, 1), ('int', 3, 4)]",[],{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
3,False,0.49464631895659766,0.1276850910994749,0.24438354040162685,0.7449090975115684,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 3, 24), ('int', 3, 47), ('int', 7, 43), ('int', 22, 33), ('int', 24, 47), ('int', 37, 43)]","[('int', 0, 1), ('int', 3, 4)]","[('int', 3, 47), ('int', 7, 43)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
4,False,0.5165527182936341,0.10627776845753627,0.30824829211686305,0.7248571444704053,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 32, 12), ('cubic', 32, 20), ('int', 1, 8), ('int', 3, 18), ('int', 8, 40), ('int', 9, 12), ('int', 9, 20), ('int', 25, 26), ('int', 25, 49)]","[('int', 0, 1), ('int', 3, 4)]","[('cubic', 32, 12), ('cubic', 32, 20), ('int', 25, 49)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
5,False,0.6677051354723625,0.18564984614079086,0.30383143703641247,1.0315788339083127,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 15, 35)]","[('int', 0, 1), ('int', 3, 4)]","[('int', 15, 35)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
6,False,0.5372960051111129,0.09323663044393772,0.35455220944099497,0.7200398007812308,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 31, 37), ('int', 2, 31), ('int', 8, 49), ('int', 10, 49), ('int', 16, 37), ('int', 25, 31), ('int', 27, 31), ('int', 31, 37), ('int', 34, 49), ('sq', 31, None)]","[('int', 0, 1), ('int', 3, 4)]","[('cubic', 31, 37), ('int', 25, 31)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
7,False,0.5720748142342909,0.1258902979592401,0.3253298302341803,0.8188197982344014,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 2, 3), ('int', 8, 14), ('int', 14, 15), ('int', 14, 34), ('int', 15, 19), ('int', 19, 32), ('sq', 14, None)]","[('int', 0, 1), ('int', 3, 4)]","[('sq', 14, None)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
8,False,0.7804110513042173,0.19452513855743472,0.3991417797316452,1.1616803228767894,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('sq', 33, None)]","[('int', 0, 1), ('int', 3, 4)]","[('sq', 33, None)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
9,False,0.4797294005707283,0.11366223742592108,0.256951415215923,0.7025073859255336,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 1, 4), ('int', 3, 4)]","[('int', 37, 39)]","[('int', 0, 1), ('int', 3, 4)]","[('int', 37, 39)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
10,False,0.373089811369033,0.10344486588380114,0.1703378742367828,0.5758417485012832,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 3, 34), ('int', 5, 48), ('int', 12, 30), ('int', 12, 31), ('int', 12, 43), ('int', 30, 31), ('int', 30, 43), ('int', 31, 45)]","[('int', 0, 1), ('int', 3, 4)]","[('int', 3, 34), ('int', 12, 31), ('int', 12, 43)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
11,False,0.473328315640561,0.15045646492444084,0.17843364438865694,0.768222986892465,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 11, 47), ('int', 1, 8)]","[('int', 0, 1), ('int', 3, 4)]",[],{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
12,False,0.431059355063962,0.14812610229652154,0.14073219456277974,0.7213865155651442,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('cubic', 27, 35), ('cubic', 38, 7), ('cubic', 38, 37), ('int', 7, 27), ('int', 8, 17), ('int', 9, 17), ('int', 9, 38), ('int', 12, 38), ('int', 17, 34)]","[('int', 0, 1), ('int', 3, 4)]","[('cubic', 27, 35), ('cubic', 38, 7), ('cubic', 38, 37), ('int', 7, 27), ('int', 8, 17), ('int', 9, 38), ('int', 17, 34)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
13,False,0.41504977017093186,0.11898032795587407,0.18184832737741868,0.6482512129644451,sr_pds_cf,sr_pds_cf,"[('int', 0, 1), ('int', 3, 4)]","[('int', 1, 12), ('int', 1, 22), ('int', 1, 27)]","[('int', 0, 1), ('int', 3, 4)]","[('int', 1, 22), ('int', 1, 27)]",{},{},dgp3,sr_pds_cf,Interactions,SR-PDS (CF),0.5
