seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,0.7648812817062572,0.2194040667292772,0.3348493109168739,1.1949132524956405,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
1,False,0.36239788070252965,0.2425974106567477,-0.11309304418469585,0.8378888055897551,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
2,False,0.17922029548657067,0.28649412820973125,-0.3823081958045025,0.7407487867776439,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
3,False,0.36156778043890075,0.3279587926949602,-0.28123145324322124,1.0043670141210228,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
4,False,0.4399545027066275,0.23360750312828557,-0.017916203424812205,0.8978252088380672,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
5,False,0.7690517114191512,0.2727969287967296,0.23436973097756109,1.3037336918607414,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
6,False,0.5884364089059515,0.24058176460317235,0.11689615028373368,1.0599766675281694,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
7,False,0.15912896597165604,0.23939694069094902,-0.31008903778260405,0.6283469697259161,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
8,False,0.8711207256898087,0.24524976689078087,0.3904311825838782,1.3518102687957392,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
9,False,0.5275509184165427,0.24942597428335936,0.03867600882115835,1.016425828011927,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
10,False,0.00573784449414737,0.2583734538720153,-0.5006741250950026,0.5121498140832974,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
11,False,0.38654568003845974,0.28171835559573755,-0.1656222969291859,0.9387136570061054,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
12,False,-0.10219506395354185,0.24540185661720576,-0.5831827029232651,0.37879257501618147,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
13,False,0.6266659368170001,0.2502113420821638,0.13625170633595912,1.117080167298041,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
14,False,0.20314812988981354,0.24496200560736767,-0.2769774011006271,0.6832736608802542,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
15,False,0.6742647247286115,0.23528004798046012,0.2131158306869097,1.1354136187703134,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
16,False,0.8380073445455046,0.26454797358711085,0.3194933163147674,1.3565213727762417,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
17,False,0.6858361562705921,0.29325300518935365,0.11106026609945896,1.2606120464417252,dgp3,pds_lasso,Interactions,PDS-LASSO,0.5
