seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.4380116249791937,0.13123412444834703,0.18079274106043353,0.6952305088979539,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 34, 40)]","[('sq', 0, None), ('sq', 2, None)]",[],{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
1,False,0.38996685506799666,0.11742402211897346,0.15981577171480868,0.6201179384211847,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 46), ('int', 3, 17), ('int', 4, 12), ('int', 4, 22), ('int', 4, 24), ('int', 9, 17), ('int', 9, 18), ('int', 12, 34), ('int', 17, 26), ('int', 17, 30), ('int', 22, 34), ('int', 24, 34)]","[('sq', 0, None), ('sq', 2, None)]",[],{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
2,False,0.29230821943571467,0.17005702428606445,-0.04100354816497165,0.625619987036401,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 13, 36), ('int', 23, 33), ('int', 23, 37), ('int', 37, 45)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 23, 33), ('int', 37, 45)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
3,False,0.353112615817937,0.12439451193140132,0.10929937243239043,0.5969258592034836,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 3, 24), ('int', 10, 11), ('int', 10, 21), ('int', 10, 44), ('int', 10, 49), ('int', 12, 13), ('int', 12, 33), ('int', 12, 35), ('int', 16, 42), ('int', 20, 42), ('int', 24, 47), ('int', 36, 47), ('int', 47, 48)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 20, 42)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
4,False,0.5892215029457788,0.24524633648303013,0.10853868343903977,1.0699043224525178,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 1, 3), ('sq', 0, None), ('sq', 2, None)]","[('int', 8, 28), ('int', 15, 16), ('int', 17, 28), ('int', 26, 32), ('int', 32, 49)]","[('cubic', 0, 1), ('int', 1, 3), ('sq', 0, None), ('sq', 2, None)]","[('int', 15, 16)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
5,False,0.32576551807914117,0.10513897832887112,0.11969312055455378,0.5318379156037285,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 15, 35), ('int', 30, 37), ('sq', 37, None)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 15, 35)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
6,False,0.48982638442067655,0.19161191434615144,0.11426703230221974,0.8653857365391333,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 31), ('int', 6, 32), ('int', 10, 32), ('int', 27, 31), ('int', 32, 34), ('log', 13, None)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 31), ('int', 27, 31)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
7,False,0.5369357561594057,0.11603417200681282,0.30950877902605256,0.7643627332927588,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('sq', 0, None), ('sq', 2, None)]","[('int', 19, 32)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 19, 32)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
8,False,0.478385200823352,0.05015810719424614,0.38007531072262957,0.5766950909240744,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 33, 25), ('cubic', 33, 29), ('sq', 33, None)]","[('sq', 0, None), ('sq', 2, None)]","[('cubic', 33, 25), ('sq', 33, None)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
9,False,0.44943962780628005,0.2432453700248234,-0.027321297442373826,0.926200553054934,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 21, 30), ('int', 30, 48)]","[('sq', 0, None), ('sq', 2, None)]",[],{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
10,False,0.5501674274256134,0.09200939346526438,0.36982901623369524,0.7305058386175316,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 1, 27), ('int', 3, 34), ('int', 3, 43), ('int', 21, 27), ('int', 27, 43), ('int', 31, 45)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 3, 34), ('int', 27, 43)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
11,False,0.3584520698906868,0.16906358789179982,0.02708743762275917,0.6898167021586143,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('cubic', 46, 8), ('log', 27, None)]","[('sq', 0, None), ('sq', 2, None)]","[('cubic', 46, 8), ('log', 27, None)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
12,False,0.6069433609531439,0.12979677754135654,0.3525416769720851,0.8613450449342028,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 2, 11), ('int', 5, 16), ('int', 6, 11), ('int', 7, 16), ('int', 9, 38), ('int', 9, 49), ('int', 16, 19), ('int', 16, 25), ('int', 16, 35), ('int', 32, 36), ('int', 36, 46)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 6, 11), ('int', 7, 16), ('int', 9, 49), ('int', 16, 19), ('int', 16, 25), ('int', 16, 35), ('int', 32, 36)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
13,False,0.6887525881138786,0.21868785490472983,0.26012439250060815,1.1173807837271492,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 1, 12), ('int', 1, 22), ('int', 1, 27)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 1, 27)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
14,False,0.7990502962052838,0.263040824003612,0.2834902811582043,1.3146103112523633,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 11, 43), ('int', 29, 31)]","[('sq', 0, None), ('sq', 2, None)]",[],{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
15,False,0.5048510346646384,0.15161127393161342,0.20769293775867614,0.8020091315706007,sr_pds_cf,sr_pds_cf,"[('sq', 0, None), ('sq', 2, None)]","[('int', 3, 5), ('int', 26, 42), ('int', 30, 42), ('int', 42, 45)]","[('sq', 0, None), ('sq', 2, None)]","[('int', 26, 42), ('int', 30, 42)]",{},{},dgp2,sr_pds_cf,Quadratic,SR-PDS (CF),0.5
