seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.5728943326371266,0.19855542995886616,0.18372568991774896,0.9620629753565043,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 24, 34), ('int', 30, 34), ('int', 30, 40), ('int', 30, 47), ('int', 34, 40), ('int', 38, 45), ('int', 40, 47), ('sq', 24, None), ('sq', 30, None)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 30, 47), ('int', 34, 40)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
1,False,0.36976681195168304,0.2311259927851138,-0.08324013390714002,0.8227737578105061,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 0, 1), ('log', 2, None), ('sq', 0, None)]",[],"[('cubic', 0, 1), ('int', 0, 1), ('log', 2, None), ('sq', 0, None)]",[],{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
2,False,0.8379237115482503,0.3670970888419628,0.11841341741800326,1.5574340056784974,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 0, 1), ('log', 2, None)]","[('int', 1, 44), ('int', 1, 45), ('int', 1, 48), ('int', 16, 27), ('int', 17, 32)]","[('cubic', 0, 1), ('int', 0, 1), ('log', 2, None)]","[('int', 1, 44), ('int', 1, 45)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
3,False,0.5986372331249179,0.24802966079458388,0.11249909796753349,1.0847753682823023,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 1, 45), ('int', 5, 45), ('log', 2, None), ('sq', 0, None)]","[('int', 0, 41), ('int', 3, 24), ('int', 5, 18)]","[('cubic', 0, 1), ('int', 1, 45), ('int', 5, 45), ('log', 2, None)]","[('int', 0, 41), ('int', 3, 24), ('int', 5, 18)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
4,False,0.5259913912929559,0.2583221546580378,0.019679968163201833,1.03230281442271,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sq', 0, None)]","[('cubic', 15, 8), ('int', 5, 8), ('int', 7, 20), ('int', 8, 11), ('int', 8, 15), ('int', 8, 40), ('int', 15, 16), ('int', 15, 30)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 15, 8), ('int', 7, 20), ('int', 8, 11), ('int', 8, 15), ('int', 15, 16)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
5,False,0.6636800103753919,0.23356518735583431,0.20589224315795668,1.1214677775928272,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 15, 35), ('int', 15, 49), ('int', 31, 33), ('int', 32, 33)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 15, 35), ('int', 15, 49)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
6,False,0.5294678115301169,0.22455333627026952,0.08934327244038864,0.9695923506198452,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 2, 4), ('int', 2, 16), ('int', 4, 16), ('int', 9, 22), ('int', 27, 32), ('int', 32, 34), ('int', 34, 35), ('sq', 16, None)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 32, 34), ('sq', 16, None)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
7,False,0.518062483274821,0.1658573941148828,0.19298199080965073,0.8431429757399912,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 12, 18), ('int', 12, 30), ('int', 12, 33), ('int', 12, 40), ('int', 14, 34)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 12, 18), ('int', 12, 30), ('int', 12, 33), ('int', 12, 40), ('int', 14, 34)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
8,False,0.8983541504902002,0.20502967183604456,0.49649599369155284,1.3002123072888474,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('int', 46, 48)]","[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]","[('int', 46, 48)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
9,False,0.4424342845505472,0.14844640452244473,0.15147933168655553,0.7333892374145388,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]","[('int', 0, 44), ('int', 8, 24), ('int', 25, 44), ('sq', 21, None)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]","[('int', 0, 44), ('sq', 21, None)]",{},{},dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5
