seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,1.7193055169025615,0.18082043505883189,1.3648974641872509,2.073713569617872,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
1,False,1.7549016002089721,0.20122621215531117,1.3604982243845622,2.149304976033382,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
2,False,1.888986436207855,0.16087132953154343,1.57367863032603,2.2042942420896803,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
3,False,1.5414593984380018,0.18661903585661127,1.1756860881590439,1.9072327087169598,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
4,False,2.0382243397397564,0.17809660987653075,1.6891549843817562,2.387293695097757,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
5,False,1.7661088058246002,0.20702057612052094,1.360348476628379,2.1718691350208212,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
6,False,1.8295455070596314,0.16892289544093844,1.498456631995392,2.1606343821238707,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
7,False,1.7581639169289511,0.14944259771098167,1.465256425415427,2.0510714084424753,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
8,False,1.6359773846490953,0.1849885104074074,1.2733999042505768,1.9985548650476137,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
9,False,1.6920376268330277,0.17526135975630686,1.3485253617106663,2.035549891955389,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
10,False,1.6048061119656267,0.18986653812122434,1.232667697248027,1.9769445266832264,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
11,False,1.7427379717978957,0.17284633427309717,1.4039591566226253,2.0815167869731663,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
12,False,1.6724348918601808,0.17090365506598407,1.337463727930852,2.0074060557895095,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
13,False,1.7936569759765957,0.1893556609683485,1.4225198804786325,2.164794071474559,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
14,False,1.7135782622829019,0.16923283989729573,1.3818818960842023,2.0452746284816015,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
15,False,1.6141691306753874,0.16671970220185597,1.2873985143597497,1.940939746991025,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
16,False,1.8281320385091109,0.13710046546418317,1.5594151261993119,2.09684895081891,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
17,False,1.6395459130004646,0.16924475524757787,1.307826192715212,1.9712656332857172,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
18,False,1.489744734927545,0.2135101934072575,1.0712647558493202,1.9082247140057698,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
19,False,1.7166644723044457,0.14449305708278343,1.4334580804221901,1.9998708641867013,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
20,False,1.5017043981291653,0.2219401202054929,1.0667017625263993,1.9367070337319314,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
21,False,1.7487514234261545,0.1868472719805388,1.3825307703442986,2.1149720765080104,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
22,False,1.4667012614503767,0.14269893780573534,1.1870113433511356,1.7463911795496179,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
23,False,1.551885252597028,0.17625529732435186,1.2064248698412983,1.8973456353527576,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
24,False,2.3022345342900996,0.22546765221766116,1.8603179359434838,2.7441511326367154,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
25,False,1.7092320497903932,0.20459645388124428,1.3082230001831545,2.110241099397632,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5
