seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.49891149247143546,0.04969239746699235,0.4015143934361305,0.5963085915067404,sr_pds,sr_pds,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.962563855004978, ('int', 3, 4): 2.941457137752357, ('log', 2, None): -5.027427170821746}","{('cubic', 0, 1): 4.962563855004978, ('int', 3, 4): 2.941457137752357}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
1,False,0.4989843143536423,0.04556125737930236,0.4096842498902097,0.588284378817075,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 4)]","{('cubic', 0, 1): 4.971429011309264, ('log', 2, None): -4.908349975500098}","{('int', 3, 4): 3.143461673625649}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
2,False,1.383325431898428,0.07397161128270101,1.2383410737843341,1.528309790012522,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1)]","[('cubic', 0, 1)]","[('cubic', 0, 1)]","{('cubic', 0, 1): 3.1765502881999548}","{('cubic', 0, 1): 3.1765502881999548}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
3,False,0.4759513930263852,0.042958748460685134,0.3917522460434424,0.5601505400093281,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.039405378597576, ('log', 2, None): -4.9674652980552585}","{('cubic', 0, 1): 5.039405378597576, ('int', 3, 4): 3.1503326753900334}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
4,False,0.3993597753659174,0.2631580961139986,-0.11643009301751983,0.9151496437493546,sr_pds,sr_pds,"[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.894877643510215, ('int', 3, 4): 3.411283034332355}","{('cubic', 0, 1): 4.894877643510215, ('int', 3, 4): 3.411283034332355}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
5,False,0.423028792537273,0.043600597418382216,0.33757162159724385,0.5084859634773021,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.131577491343285, ('log', 2, None): -4.977189330228748}","{('cubic', 0, 1): 5.131577491343285, ('int', 3, 4): 3.2985721223667195}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
6,False,0.2593394095995076,0.2139896518233078,-0.16008030797417572,0.6787591271731909,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.751940087961702}","{('cubic', 0, 1): 5.751940087961702, ('int', 3, 4): 3.875035298901223}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
7,False,0.4606102683892162,0.26752924530722183,-0.0637470524129386,0.984967589191371,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.89674934303641}","{('cubic', 0, 1): 4.89674934303641, ('int', 3, 4): 3.2958051083872686}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
8,False,0.9967824855842626,0.26163401623015736,0.48397981377315424,1.509585157395371,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.192538746499389}","{('cubic', 0, 1): 4.192538746499389, ('int', 3, 4): 1.0082844050411897}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
9,False,0.48683860878281005,0.08468830747683076,0.32084952612822176,0.6528276914373983,sr_pds,sr_pds,"[('cubic', 0, 1), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.988319404370422, ('sqrt', 2, None): -14.604735679946007}","{('cubic', 0, 1): 4.988319404370422, ('int', 3, 4): 3.0562548969997057}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
