seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,1.9612434951930418,0.11198465852973244,1.7417535644747661,2.1807334259113174,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
1,False,2.022715176208983,0.1070338321131203,1.812928865267267,2.2325014871506985,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
2,False,2.0755562600045563,0.10342209073445993,1.8728489621650148,2.278263557844098,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
3,False,2.1437979371507634,0.10625406082111542,1.935539977941377,2.3520558963601497,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
4,False,2.0132622991219926,0.09725284165523383,1.8226467294777344,2.203877868766251,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
5,False,2.2914174669825593,0.08491022008819926,2.1249934356096887,2.45784149835543,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
6,False,2.046294250713344,0.1151579907035963,1.8205845889342953,2.2720039124923925,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
7,False,2.0549091348755377,0.1084985434263423,1.8422519897599068,2.2675662799911684,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
8,False,1.9041420155369535,0.10511906218241414,1.6981086536594219,2.1101753774144854,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
9,False,1.9914020590792187,0.11068681954860693,1.774455892763949,2.2083482253944884,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
10,False,2.087783671508302,0.10213866207367683,1.8875918938438951,2.2879754491727082,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
11,False,2.010443818758262,0.10341105758335133,1.8077581458948935,2.213129491621631,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
12,False,1.935644390632436,0.09699999843516645,1.74552439369951,2.1257643875653622,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
13,False,2.1219313255489096,0.12493848339438172,1.8770518980959214,2.366810753001898,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
14,False,2.182506981806684,0.10451249355562965,1.97766249443765,2.387351469175718,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
15,False,1.990373490753894,0.11009663110229222,1.7745840937934012,2.206162887714387,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
16,False,1.9946941829810376,0.09169175601860666,1.8149783411845686,2.1744100247775067,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
17,False,2.1144120083943596,0.09768174777916425,1.9229557827471977,2.3058682340415215,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
18,False,2.1149221149855664,0.10118319640569977,1.9166030500303948,2.313241179940738,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
19,False,1.9851316371440837,0.09115431334462533,1.8064691829886181,2.1637940912995495,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
20,False,1.9509355329806968,0.1117342183568062,1.7319364650013567,2.169934600960037,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
21,False,2.1382381543188274,0.1303213893728699,1.8828082311480023,2.3936680774896524,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
22,False,1.9352524107151599,0.12723758143830272,1.6858667510960865,2.184638070334233,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
23,False,1.968838158811703,0.10512087521408581,1.7628012433920948,2.174875074231311,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
24,False,2.049383030379259,0.08225099983510908,1.888171070702445,2.2105949900560726,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
25,False,2.1451192925995604,0.10214334456615382,1.9449183372498988,2.3453202479492217,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
26,False,2.161387979849143,0.09403666987181805,1.9770761069003797,2.3456998527979067,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
27,False,2.214916139849675,0.11090897501439369,1.9975345488214635,2.432297730877887,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
28,False,2.293048660846156,0.12037844339551518,2.0571069117909464,2.528990409901366,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
29,False,2.2964774952405285,0.12705767157595535,2.047444458951656,2.545510531529401,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
30,False,1.9800081090370973,0.10546876694298947,1.773289325828838,2.186726892245357,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
31,False,2.0029246221761814,0.0917885795280267,1.823019006301249,2.1828302380511135,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
32,False,2.262194015125219,0.13069933790418867,2.006023312833009,2.5183647174174286,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
33,False,2.239845217491349,0.10403696709134791,2.035932761992307,2.4437576729903907,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
34,False,1.8019563307657014,0.09284915122242926,1.61997199436974,1.9839406671616628,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
35,False,1.8962109065108834,0.09104973909505715,1.7177534178845715,2.0746683951371954,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
36,False,1.8961677287787726,0.10144938539773574,1.6973269333992105,2.0950085241583345,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
37,False,2.4191595115183206,0.16247717714471377,2.1007042443146817,2.7376147787219596,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
38,False,2.1196765521076335,0.10798093928351161,1.9080339111119509,2.331319193103316,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
