Complexity,Loss,Equation
1,103.57325,"3.9533134"
3,95.75657,"x1 + 3.9282649"
5,84.09215,"(x1 * 4.420775) + 3.8396566"
7,80.05308,"(x1 * 4.35759) - (x5 - 3.7405183)"
9,77.63821,"x2 + (((x1 - -1.0870894) - x5) * 3.3708634)"
11,74.48319,"((x2 + 4.567698) * (x1 - (x2 - 5.3503537))) - 19.427767"
13,70.68416,"(((x2 + 4.5359483) * (x1 - (x2 + -5.3349996))) - x5) - 19.353409"
15,69.715096,"(((x1 - ((x2 + 2.417951) * (x2 - 2.4281838))) - 3.5953164) * 3.4944339) + -0.5597958"
17,68.781555,"(((x1 - (((x2 - 3.6249804) * 2.5291483) - 1.4605905)) * (x2 + 4.157273)) + -3.2776568) - 34.42845"
19,63.851784,"(((((x1 - ((x2 - 2.5451946) * (x2 + 2.508725))) - 6.4402337) - x5) - -2.3993475) * 3.1715107) - 0.66650355"
21,63.39631,"((((((x1 - ((x2 - 2.5451946) * (x2 + 2.508725))) - 6.4402337) - x5) - -2.3993475) * 3.1715107) - 0.66650355) - x13"
