Complexity,Loss,Equation
1,178.66858,"x1"
3,158.52744,"x1 * 5.7752566"
5,145.94308,"log(abs(x2)) * -4.810557"
6,95.90082,"(abs(x0) * 10.039924) * x1"
7,74.20686,"(x1 * x0) * (x0 * 5.9008427)"
9,63.45175,"(x1 * ((x0 * 5.980636) * x0)) - -3.2826712"
11,30.804972,"((x0 * (x1 * x0)) - log(abs(x2))) * 5.608859"
13,26.136356,"(((x0 * (x0 * x1)) - log(abs(x2))) * 5.6167116) - x5"
15,22.893822,"(((x0 * (x0 * x1)) - log(abs(x2))) - (x5 * 0.49363446)) * 5.630583"
17,21.668388,"((((x0 * (x1 + x1)) * x0) - x5) - (log(abs(x2)) * 1.6634084)) * 2.984264"
19,21.524588,"(((((x1 + x1) * (x0 * x0)) - x5) - (log(abs(x2)) * 1.6828125)) * 2.98376) + x39"
21,20.556828,"((((((x1 + x1) * x0) * x0) - x5) - (log(abs(x2)) * 1.6657965)) * 2.9744394) - (x2 * x3)"
22,8.396802,"((((x0 * (x0 * (x1 + x1))) - x5) - log(abs(abs(x2)))) * 3.0043924) - ((x4 * -4.4943457) * x3)"
23,1.5171533,"(((((x1 + x1) * (x0 * x0)) - x5) - (log(abs(x2)) * 1.6477677)) * 3.0043914) - (x3 * (x4 * -4.4943376))"
24,1.5171531,"(((((x0 * x0) * (x1 + x1)) - x5) - (log(abs(abs(x2))) * 1.6477658)) * 3.0043924) - ((x4 * -4.4943457) * x3)"
25,1.5137421,"((((((x1 + x1) * (x0 * x0)) - x5) - (log(abs(x2)) * 1.6562563)) * 3.0037801) - (x3 * (x4 * -4.4950004))) - 0.06715866"
27,1.4847962,"((((((x0 * (x1 + x1)) * x0) - x5) - (log(abs(x2)) * 1.63169)) * 3.0340116) - ((x4 * x3) * -4.4850564)) - (x1 * 0.22501941)"
