Complexity,Loss,Equation
1,140.09991,"3.326162"
3,120.97288,"x1 * 5.223543"
5,110.40708,"(x1 * 5.1809955) - -3.2509763"
6,68.703415,"x1 * (abs(x0) * 8.443418)"
7,58.628487,"((x0 * x0) * 5.070005) * x1"
9,49.903652,"(x6 - (x1 * (x0 * x0))) * -4.7010007"
11,40.517418,"(-4.70073 * (x6 - ((x0 * x0) * x1))) + 3.0635664"
13,38.726887,"x6 + (3.0269291 - ((x6 - (x1 * (x0 * x0))) * 4.9129043))"
15,38.134964,"(3.075496 - ((x6 - ((x0 * x0) * x1)) * 4.619902)) + (x6 * x3)"
16,22.769287,"((1.8406626 - (x6 - ((x0 * x1) * x0))) * 4.7775803) - abs(x2 * 7.106721)"
18,20.658682,"(x6 + ((1.8337661 - (x6 - ((x0 * x1) * x0))) * 4.7829275)) - abs(x2 * 7.1261177)"
20,20.144407,"x6 + (((1.7832099 - (x6 - ((x1 * x0) * x0))) * 4.949094) + ((x6 - 7.2795544) * abs(x2)))"
27,20.041353,"(x6 + 0.3540237) + ((x6 * abs(x47)) + (((1.6959201 - (x6 - (x0 * (x0 * x1)))) * 4.980969) - abs(-0.25831017 - (x2 * 7.1536236))))"
28,18.493395,"x6 + (((((1.703299 - (x6 - (x0 * (x0 * x1)))) * 4.9945307) - (-0.19798364 + abs((x2 * 7.149711) - -0.19798364))) + (x6 * x3)) + 0.12369843)"
