Complexity,Loss,Equation
1,57.14521,"x0"
3,41.28249,"x1 * -4.7044725"
5,18.773317,"(x0 - x1) * 4.943848"
7,13.558395,"((x0 - x3) - x1) * 4.1739163"
9,6.764299,"(((x0 + x2) - x3) - x1) * 4.036007"
11,5.5097957,"(((x2 - x1) + (x0 - x3)) * 3.758759) - x1"
13,3.381521,"(x0 + ((((x0 + x2) - x3) - x1) - x1)) * 2.5922244"
15,3.302469,"(((x2 + (x0 + (x1 * -0.866423))) - x1) + (x0 - x3)) * 2.6710224"
17,2.542935,"(((x0 - x3) + ((x1 * -0.866423) + ((x0 + x2) - x1))) * 2.6710224) - x5"
21,2.2539585,"((x1 * -4.9419365) + -0.02432347) + (((((0.005648405 - (x0 * -0.6689044)) + x2) + (x0 - x3)) * 2.9832008) - x5)"
23,1.7135925,"((x2 - ((x4 - x5) * -0.36202165)) + (x0 + ((((x0 - x1) + 0.25181243) - (x3 + x1)) + -0.24724047))) * 2.5614095"
