Complexity,Loss,Equation
1,113.67599,"1.9851507"
3,92.19192,"x1 * 5.422846"
5,87.29968,"(x1 - -0.4003878) * 5.529953"
6,63.364407,"(x1 * abs(x0)) * 7.551465"
7,55.293427,"((x0 * x0) * x1) * 4.9151955"
9,49.222626,"(((x1 * x0) * x0) * 5.0075116) + 2.4683914"
11,44.59072,"(x0 * ((x0 * x1) * 5.044502)) + (2.5257947 - x5)"
12,32.860336,"(((x0 * (x0 * x1)) + 1.288648) - abs(x2)) * 5.1792855"
14,27.847033,"(5.1792855 * (((x0 * x0) * x1) + (1.288648 - abs(x2)))) - x5"
16,23.900984,"((((x1 * x0) * x0) + (1.3127763 - abs(x2))) - (x5 * 0.5612018)) * 5.307853"
18,23.799429,"((((x0 * ((x1 + -0.045991864) * x0)) + 1.3552421) - abs(x2)) - (x5 * 0.5601374)) * 5.30989"
19,22.938416,"((((((x0 * x1) * x0) + 1.4241966) - abs(x2)) - (x5 * 0.6449498)) * 5.0852284) - abs(x2)"
20,22.835133,"(5.0852284 * (((x0 * (x0 * x1)) + (1.4729073 - abs(x2))) - (x5 * sqrt(0.41596025)))) - abs(x2)"
21,22.706362,"(((((((x0 * x1) * x0) + 1.2580006) - abs(x2)) - (x5 * 0.5764503)) * 5.1766925) - abs(x2)) + 1.1292849"
22,22.555729,"(((((((x0 * x1) * x0) + 1.4729073) - abs(x2)) - (x5 * sqrt(0.41596025))) * 5.0852284) - abs(x2)) - x4"
23,22.071367,"(((x1 * (x0 * x0)) + (((((0.8373733 - abs(x2)) - x5) * 0.5907881) + 1.4497596) - abs(x2))) * 4.9238973) - 0.574421"
25,21.927662,"((((((0.58757204 - abs(x2)) - x5) * 0.61951494) + (1.4967691 - abs(x2))) + ((x0 * x0) * x1)) * 4.7653193) - (x1 * -0.50083816)"
28,21.870625,"(((x1 * (x0 * x0)) + (((((0.85350716 - abs(x2)) - x5) * 0.59045184) - (abs(x2 + -0.0013692402) - -0.23238672)) + 1.6912907)) * 4.9242153) - abs(x1)"
30,21.870342,"((((x1 * (x0 * x0)) + ((((0.85350716 - (-0.0013692402 + abs(x2))) - x5) * 0.59045184) - (abs(x2 + -0.0013692402) - -0.23238672))) + 1.6912907) * 4.9242153) - abs(x1)"
