Complexity,Loss,Equation
1,180.73074,"x1"
3,157.56142,"x1 * 5.7636642"
5,149.61542,"(x1 - x5) * 4.5760202"
6,91.71644,"abs(x0 * 9.982909) * x1"
7,69.97333,"x0 * ((x0 * 6.1742764) * x1)"
9,63.822803,"((x0 * 6.235145) * (x1 * x0)) - -2.4824843"
11,31.837809,"(((x1 * x0) * x0) - log(abs(x2))) * 5.769347"
13,27.094376,"((((x0 * x1) * x0) - log(abs(x2))) * 5.755155) - x5"
15,23.59194,"((((x0 * x0) * x1) - log(abs(x2))) * 5.7286563) + (x5 * -2.8712864)"
17,22.882677,"((((x1 * (x0 * x0)) - log(abs(x2))) * 5.8165026) + -0.86380845) + (x5 * -2.8717732)"
18,22.662792,"((-2.8720398 * x5) + (5.816498 * ((x0 * (x0 * x1)) - log(abs(x2))))) - abs(x12)"
19,22.214117,"(x5 * -2.8669121) + (log(abs(x2)) + (((x1 * (x0 * x0)) - log(abs(x2))) * 6.0619316))"
20,22.214115,"((((x1 * (x0 * x0)) - log(abs(x2))) * 6.0619316) + (x5 * -2.8669121)) + log(abs(abs(x2)))"
21,22.030668,"(log(abs(x2)) + -0.43943095) + (((((x1 * x0) * x0) - log(abs(x2))) * 6.10663) + (x5 * -2.8670967))"
25,17.665174,"((-2.8898144 * x5) + ((abs(abs(x3 - x4)) * -1.39087) + x18)) + (((x1 * (x0 * x0)) - log(abs(x2))) * 6.0563188)"
27,17.3897,"(-2.8898144 * x5) + (((0.9882042 + (abs(abs(x3 - x4)) * -1.39087)) + x18) + ((((x1 * x0) * x0) - log(abs(x2))) * 6.0563188))"
29,17.003515,"(x5 * -2.908169) + ((((x0 * 0.350623) + (abs(abs(x3 - x4)) * -1.8316123)) + x18) + ((((x1 * x0) * x0) - log(abs(x2))) * 5.916465))"
30,16.894375,"(-2.8898144 * x5) + ((x0 * x18) + (((abs(abs(x3 - x4)) * -1.39087) + sqrt(0.40095022)) + (((x1 * (x0 * x0)) - log(abs(x2))) * 6.0563188)))"
