Complexity,Loss,Equation
1,91.72671,"3.8306842"
3,85.315956,"x1 + 3.784034"
5,77.40292,"(x1 * 3.8947694) + 3.649936"
6,65.29752,"log(x2 * x2) * -2.37799"
8,51.826195,"(log(x2 * x2) - x1) * -2.5815089"
10,40.870068,"2.5937262 * ((x1 - log(x2 * x2)) - x6)"
12,38.962166,"(((x1 - log(x2 * x2)) - x6) * 2.5937262) + x1"
14,33.858944,"((x1 - x6) + ((x6 * x3) - log(x2 * x2))) * 2.716248"
16,33.83201,"((x3 * x6) + ((x1 - x6) - (log(x2 * x2) - 0.06763276))) * 2.6908689"
18,32.725243,"(x1 + ((((x1 - log(x2 * x2)) + (x3 * x6)) - x6) * 2.3455076)) + 0.5393455"
20,32.536537,"((((x3 * x6) + (x1 - x6)) + (x1 - log(x2 * x2))) * 2.3803625) - (x1 - 0.9845675)"
22,32.340153,"((((x3 * x6) + ((x1 - x6) + (x1 - log(x2 * x2)))) * 2.3803625) - (x1 - 0.9845675)) + -0.49321917"
28,31.976067,"(x6 * 2.264736) + (((((x1 - log(x2 * x2)) + ((x6 * ((x3 + -1.7399029) - x6)) - -0.9346575)) * 2.513855) + (x1 - x6)) + 0.56071013)"
