Complexity,Loss,Equation
1,64.5714,"0.14269601"
2,64.26811,"abs(x25)"
3,42.064247,"x2 * -4.895155"
5,37.126064,"(x2 * -4.9553175) - x5"
7,19.91949,"((x0 * x1) - x2) * 3.93479"
9,17.795702,"((x1 * 5.1003885) * x0) + (x2 * -4.8874516)"
11,11.637592,"((x2 * -1.3033612) + ((x0 * x1) - x5)) * 3.9347937"
13,9.360697,"2.8956764 * (((1.7521012 * (x1 * x0)) - x5) + (-1.7497774 * x2))"
15,9.35746,"((((x2 * -1.7531875) - x5) - ((x0 * -1.75375) * x1)) * 2.8884552) - -0.056132838"
18,9.321626,"2.8956764 * (((((abs(-0.061572496) * x15) + (1.7521012 * x1)) * x0) + (-1.7497774 * x2)) - x5)"
19,9.317855,"2.8956764 * (((abs(abs(x3) * 0.023177152) - x5) + (x2 * -1.7497774)) + (x0 * (1.7521012 * x1)))"
21,9.229646,"(((((x47 * -0.08791906) - (x0 * x1)) * -4.085094) + (x0 * x1)) + (x2 * -5.0864053)) - (x5 * 2.9038825)"
22,9.044078,"((((x2 * -1.7582555) + ((x1 * x0) - x5)) - (x0 * (x1 * -0.7640591))) * 2.8727257) - (0.6723993 - abs(x3))"
25,9.017058,"(2.9668639 * (((-1.7353915 * x2) + ((x1 * x0) - x5)) - (-0.69860345 * (x0 * x1)))) - (0.42732573 - abs(0.42732573 - abs(x3)))"
26,8.863451,"(((x0 * x1) + (((-0.25413385 - x5) - ((x1 * x0) * -0.7579504)) + (x2 * -1.5116425))) * 2.8811185) - ((x2 - 1.0671045) * abs(x3))"
