Complexity,Loss,Equation
1,123.096245,"2.7498171"
3,103.47772,"x1 * 5.2177672"
5,94.895004,"(x1 - -0.5511956) * 5.3181953"
6,66.10432,"(x1 * 8.190567) * abs(x0)"
7,55.89421,"((x1 * x0) * x0) * 5.1649485"
9,47.54586,"(((x0 * x0) * 5.1922936) * x1) + 2.889728"
11,43.050327,"(x1 * (x0 * (x0 * 5.1428976))) + (2.9083962 - x6)"
13,39.960655,"(x1 * (x0 * (5.055824 * x0))) + (2.9413881 - (x6 * 2.7640302))"
14,30.429148,"(8.658809 - abs(x2 * -7.1924696)) + ((x1 * x0) * (x0 * 5.2946424))"
16,25.991005,"((8.658809 - abs(x2 * -7.1924696)) + ((x1 * x0) * (x0 * 5.2946424))) - x6"
19,24.391277,"((x1 * ((x0 * x0) * 5.0600643)) + (-6.5326023 - x6)) + abs(16.137293 - abs(x2 * -8.9657955))"
21,23.17002,"((-4.4584036 - x6) + (abs(abs(x2 * -6.794409) - 11.580025) + (((x1 * x0) * x0) * 3.618875))) * 1.3927077"
23,22.46703,"(((x1 * x0) * (x0 * 5.0600643)) + (-6.5326023 - x6)) + abs(1.0105362 * (16.137293 - (abs(x2 * -8.9657955) + x6)))"
25,22.230064,"((((x1 * (x0 * x0)) * 5.0600643) + -6.5326023) - x6) + abs((16.137293 - (x6 + (abs(x2 * -8.9657955) + x6))) * x7)"
28,22.07557,"(((((x0 * (x0 * x1)) * 5.0600643) + -6.5326023) - x6) + -0.15250222) + abs(16.137293 - (x6 + abs((x10 + (-8.9657955 * x6)) * abs(x2))))"
29,22.03744,"((-6.1239576 - x6) + ((x1 * (x0 * 5.021846)) * x0)) + abs((15.974211 - ((x6 + x6) + abs(x2 * ((x6 * 9.350239) + -0.5825937)))) * x7)"
30,21.892282,"(((x0 * (x0 * (x1 * 5.0600643))) + -6.5326023) - (x6 + -0.15250222)) + abs(x6 + (abs(((x10 + (x6 * -8.9657955)) * abs(x2)) + -0.15250222) - 16.137293))"
