Complexity,Loss,Equation
1,90.88571,"4.0029254"
3,84.42081,"x1 + 3.950715"
5,76.26368,"(x1 + 0.9614551) * 3.9512353"
6,69.85149,"x1 * (abs(x0) * 6.968724)"
7,65.64531,"(x0 * (x1 * x0)) * 4.6998796"
8,51.15982,"(x1 - log(x2 * x2)) * 2.3783355"
10,50.41229,"(2.3783355 * (x1 - log(x2 * x2))) + x29"
11,48.49372,"((x0 * ((x0 * x1) * 4.5858817)) + 3.6113424) - x6"
12,28.442581,"(((x0 * x0) * x1) - log(x2 * x2)) * 2.86631"
16,20.9121,"(0.23133364 - ((x0 * (x0 * x1)) * -4.6521115)) - (log(x2 * x2) * 2.3783355)"
18,12.89569,"((x6 * -2.848936) - ((x0 * (x0 * x1)) * -4.8251877)) - (log(x2 * x2) * 2.4594116)"
20,12.8674755,"((x6 * -2.8472178) - ((x0 * (x1 * -4.816353)) * x0)) - ((log(x2 * x2) * 2.4231021) + -0.1960714)"
24,12.8039055,"((x6 * -2.872643) - ((x0 * (x0 * -4.808945)) * x1)) - (((x2 * 0.3067178) * x24) + (log(x2 * x2) * 2.4627955))"
26,12.776354,"((x6 * -2.872999) - ((x0 * x0) * (x1 * -4.809033))) - (((x2 * 0.30296382) * (x24 + 0.5595948)) + (log(x2 * x2) * 2.4625876))"
28,12.724282,"((x6 * -2.872643) - ((x0 * (x0 * -4.808945)) * x1)) - (((x2 * 0.3067178) * (x24 + (x27 + 0.921386))) + (log(x2 * x2) * 2.4627955))"
