Complexity,Loss,Equation
1,113.03403,"x1"
3,100.68566,"x1 * 4.7733665"
5,90.22292,"(x1 - x6) * 4.0162077"
6,68.93672,"(x1 * abs(x0)) * 7.526376"
7,57.05453,"(x0 * (x0 * 4.9918923)) * x1"
9,50.282825,"((x0 * (x0 * x1)) * 5.0891724) + 2.6069684"
11,43.132484,"((((x1 * x0) * x0) - x6) + 0.633829) * 4.43457"
13,40.721886,"((x0 * (x0 * (x1 * 4.9845896))) + 2.7830143) - (x6 * 3.1020927)"
14,30.88121,"(x0 * ((x0 * x1) * 4.8953047)) + (8.833404 - abs(x2 * 7.7207747))"
16,25.628708,"(((-7.737015 * abs(x2)) - -8.9033575) - x6) + (((x1 * x0) * x0) * 4.861209)"
20,22.369646,"((((((x0 * x1) * x0) * 4.861209) + ((abs(x2) * -7.737015) - -12.690287)) - 3.7869294) - x6) - x6"
22,21.11058,"((((((x0 * (x1 * x0)) * 4.861209) + ((abs(x2) * -7.737015) - -12.690287)) - 3.7869294) - x6) - x6) - x6"
23,20.741125,"((x0 * (x1 * (x0 * 4.809092))) + (abs((abs(x2) * -8.090204) + 19.470722) - 7.315863)) + ((-0.91878897 - x6) * 3.1581557)"
27,20.539404,"((((x0 * ((x0 * 4.834677) * x1)) + ((-0.7596258 - x6) * 3.1727798)) - 0.2424227) + x22) + (abs((abs(x2) * -8.124802) + 19.504095) - 7.5507474)"
30,20.435234,"((x0 * (x0 * (4.8397193 * x1))) + (((-1.0205784 - x6) * 3.1328843) - (-0.80560833 * abs(x49)))) + ((x22 + abs((-8.176839 * abs(x2)) + 19.365736)) - 7.6354256)"
