Complexity,Loss,Equation
1,109.23704,"2.7966318"
3,98.17131,"x1 * 4.3356595"
5,89.49581,"(x1 - x5) * 3.594409"
6,76.068474,"(abs(x0) * x1) * 6.803661"
7,68.87355,"((x0 * x0) * x1) * 4.6828694"
8,66.62057,"(abs(x0 * 6.943705) * x1) + 3.0765753"
9,58.877174,"(x1 * (x0 * (x0 * 4.793744))) + 3.1658874"
11,50.076637,"((((x0 * x1) * x0) - x5) + 0.740499) * 4.26813"
12,40.381107,"(((x0 * (x1 * x0)) + 1.4181721) - abs(x2)) * 5.2996716"
13,29.5026,"(((x1 * (x0 * x0)) + 0.057240315) - log(abs(x2))) * 4.9538198"
18,28.919489,"x5 + (4.654276 * (((1.2410896 - abs(x2)) * 1.6004615) + ((x1 * (x0 * x0)) - x5)))"
20,28.706213,"(((((x1 * (x0 * x0)) - x5) + ((1.2410896 - abs(x2)) * 1.6004615)) * 4.654276) + x5) + x5"
22,22.810623,"(x5 + (4.6608753 * ((x0 * (x1 * x0)) + ((1.2610973 - abs(x2)) - x5)))) + abs(log(x2 * x2))"
24,22.026478,"(x5 + (4.6608753 * ((((x0 * (x1 * x0)) + 1.2610973) - abs(x2 * 1.1848323)) - x5))) + abs(log(x2 * x2))"
26,21.828178,"abs(log(x2 * x2) - 0.31233755) + (x5 + (((1.2614261 - abs(x2 * 1.1840049)) + (((x0 * x0) * x1) - x5)) * 4.6605587))"
30,21.69519,"(((x5 + abs(abs(x2 * 25.116243) - 6.3380523)) + ((((2.654988 - (abs(x2) * 6.1720195)) + ((x1 * x0) * x0)) - x5) * 4.9550686)) + -0.1735054) + x5"
