Complexity,Loss,Equation
1,144.06766,"2.392323"
3,119.34488,"x1 * 5.3010764"
5,110.97387,"(x1 * 5.54842) + 2.9047194"
6,69.65071,"(x1 * 8.185863) * abs(x0)"
7,56.83385,"(x0 * x0) * (x1 * 4.881026)"
9,50.372555,"(((x0 * x1) * x0) - -0.518664) * 4.901557"
11,24.522795,"(((x0 * x1) * x0) - log(abs(x2))) * 4.7022285"
12,24.37207,"(((x0 * x1) * x0) - log(abs(abs(x2)))) * 4.871091"
13,20.64114,"((((x0 * x0) * x1) - x6) - log(abs(x2))) * 4.7022285"
15,20.58108,"(((x0 * ((x1 + 0.028582763) * x0)) - x6) - log(abs(x2))) * 4.694213"
17,18.81617,"(((((x0 * x1) + 0.019389218) * x0) - (0.28846264 * x6)) - log(abs(x2))) * 4.7022285"
21,17.265661,"2.5933816 * (((0.24575473 - log(abs(x2))) - log(abs(x2))) + (((x1 + x1) * (x0 * x0)) - x6))"
23,16.543547,"(((0.25565633 - log(abs(x2))) - log(abs(x2))) + ((((x1 + x1) * (x0 * x0)) - x6) - 0.2704013)) * 2.5076683"
26,16.452353,"(((((x1 + x1) * (x0 * x0)) - x6) + (((0.3562965 - log(abs(abs(x2)))) - log(abs(x2))) - 0.37128687)) * 2.5078306) + x21"
