Complexity,Loss,Equation
1,151.38863,"4.1674404"
3,125.25373,"x1 * 6.5041018"
5,110.903275,"(x1 + 0.60364914) * 6.285946"
6,87.00408,"abs(x0 * -8.727656) * x1"
7,76.63873,"(x1 - log(abs(x2))) * 5.372339"
8,74.12254,"(x1 * abs(x0 * 8.5030985)) - -3.5965302"
9,64.32966,"(x0 * (x0 * (x1 * 5.9495482))) + 3.730909"
11,32.689224,"((x0 * (x1 * x0)) - log(abs(x2))) * 5.3575974"
13,27.257477,"(((x0 * (x0 * x1)) - log(abs(x2))) - x5) * 5.097522"
15,22.831594,"(((((x0 * x1) * x0) - log(abs(x2))) * 1.7183537) - x5) * 3.171918"
17,12.635294,"(((x4 * x3) + ((x1 * x0) * x0)) * 6.0187836) + (log(abs(x2)) * -4.9569707)"
19,7.666456,"(log(abs(x2)) * -4.9569707) + (((((x1 * x0) * x0) + (x4 * x3)) * 6.0187836) - x5)"
21,2.2393453,"(((x0 * x0) * (x1 * 6.0187836)) + (((x4 * x3) - x5) * 3.807665)) + (log(abs(x2)) * -4.9569707)"
23,1.8477823,"((((x4 * x3) - x5) * 3.8228939) + (x5 + (log(abs(x2)) * -4.926001))) + (x0 * ((x0 * x1) * 6.00495))"
25,1.2871641,"((log(abs(x2)) * -4.9960833) + (x5 * 1.4166222)) + ((((x3 * x4) - x5) * 4.501087) + ((x0 * x0) * (x1 * 5.9771795)))"
27,1.2871401,"((log(abs(x2)) * -4.9962187) + ((((x3 * x4) - x5) * 4.5010886) + (x0 * (((x0 * 5.977245) * x1) + 0.0051420256)))) + (x5 * 1.4164577)"
