Complexity,Loss,Equation
1,127.789764,"4.49463"
3,119.58349,"x1 + 4.4454937"
5,91.712326,"log(abs(x2)) * -5.339633"
7,69.03357,"(x1 - log(abs(x2))) * 5.1355886"
9,59.927322,"((x1 - x5) - log(abs(x2))) * 4.560393"
11,30.911142,"(((x0 * x1) * x0) - log(abs(x2))) * 5.614908"
13,23.69625,"(((x0 * (x1 * x0)) - x5) - log(abs(x2))) * 5.013666"
15,12.088948,"(((x3 * x4) - log(abs(x2))) + ((x0 * x1) * x0)) * 5.334479"
17,6.8479357,"((((x0 * (x1 * x0)) + (x4 * x3)) - log(abs(x2))) * 5.3038254) - x5"
19,2.7857168,"((((x0 * (x1 * x0)) + ((x3 * x4) - log(abs(x2)))) * 1.7830127) - x5) * 2.9601672"
21,2.6326644,"x1 + (((((x0 * (x1 * x0)) + ((x4 * x3) - log(abs(x2)))) * 1.7193156) - x5) * 2.9510577)"
23,2.0471687,"2.9601672 * ((1.7830127 * ((x0 * (x1 * (1.0820074 * x0))) + ((x3 * x4) - log(abs(x2))))) - (x5 + 0.065793924))"
25,1.9250988,"x5 + ((((x4 * x3) + (((x0 * (x1 * (x0 * 1.3010197))) - x5) - -1.2180098)) - log(abs(x2) * 3.2710717)) * 4.5650725)"
27,1.4142056,"((((((x0 * ((x1 * 1.2342865) * x0)) - -1.4058112) + (x3 * x4)) - log(abs(x2 * 4.7225413))) * 4.823078) - (x5 * 2.983075)) - -0.7751176"
28,1.4142054,"(((x3 * x4) + ((((x1 * 1.2342901) * (x0 * x0)) - -1.7254778) - log(abs(abs(x2 * -4.650412))))) * 4.8230395) - ((x5 * 2.982953) - -0.8408022)"
