Complexity,Loss,Equation
1,219.32118,"2.5367696"
3,180.67168,"x1 * 6.654742"
5,172.52502,"x1 * (6.6561003 + x0)"
6,97.86865,"(x1 * abs(x0)) * 10.403013"
7,72.77779,"x1 * ((5.9429674 * x0) * x0)"
9,65.69469,"((x1 * (x0 * x0)) * 5.9561353) - -2.6615899"
11,36.957153,"((x1 * (x0 * x0)) - log(abs(x2))) * 5.6569343"
13,28.315653,"(((x0 * (x0 * x1)) - log(abs(x2))) - x5) * 5.438415"
15,24.24113,"(x0 * (x0 * (x1 * 6.0136027))) - ((x5 + log(abs(x2))) * 4.4227033)"
17,9.21242,"(((x3 * x4) - log(abs(x2))) * 4.9113216) + ((x1 * x0) * (x0 * 5.9315023))"
19,3.5075965,"((x1 * (x0 * 5.941396)) * x0) + (((x4 * x3) - (log(abs(x2)) + x5)) * 4.350323)"
21,1.3596133,"(x0 * (x0 * (x1 * 5.9375796))) + (((x3 * x4) - (log(abs(x2)) + (x5 * 0.6186697))) * 4.8299685)"
23,1.166677,"(((((x4 * 0.8957516) * x3) - log(abs(x2))) + (x5 * -0.60412216)) * 5.0333834) + (((x1 * x0) * x0) * 5.9457684)"
25,1.1476326,"((((x0 * (x1 * 5.9456778)) * x0) + (x4 * (x3 * 4.514405))) - ((log(abs(x2)) + (x5 * 0.61210203)) * 4.9778485)) + 0.15627636"
27,1.1379935,"(((x4 * x3) * 4.5144916) + (((((x0 * x1) - -0.01608244) * 5.947303) * x0) + 0.15502201)) - ((log(abs(x2)) * 4.977579) + (x5 * 3.055489))"
