Complexity,Loss,Equation
1,97.88678,"3.3926225"
3,92.96245,"x1 + 3.3749268"
4,92.27496,"4.169708 - abs(x2)"
5,62.292564,"log(abs(x2)) * -5.0676613"
7,61.80791,"(log(abs(x2)) * -5.068048) + x13"
10,56.683296,"(log(abs(abs(x2))) * -5.068048) + (x16 + x1)"
13,41.278675,"((abs(x2) + -1.1410816) * -8.728186) + ((x1 * 6.6063676) * abs(x0))"
15,35.802727,"(x1 * ((abs(x0) + -0.4162212) * 10.322545)) + ((abs(x2) + -1.1727754) * -8.439624)"
17,31.126013,"((x1 * ((abs(x0) + -0.4162212) * 10.322545)) + ((abs(x2) + -1.1727754) * -8.439624)) - x6"
19,27.462027,"((x1 * ((abs(x0) + -0.40933898) * 11.106731)) + ((abs(x2) + -1.1892959) * -8.204131)) - (x6 * 2.923928)"
21,27.436525,"((abs(x2 + 0.024660258) * -8.190686) + ((((abs(x0) + -0.40576014) * (x1 * 3.7033057)) - x6) * 3.014777)) - -9.672511"
23,27.215042,"((abs(x0) + -0.40643728) * ((x1 - 0.07406244) * 11.08301)) + (((abs(x2) + -1.2227308) * -8.283987) + ((x6 * -1.9393239) - x6))"
24,26.76087,"(((((abs(x0) + -0.40157783) * (x1 * 4.156747)) - x6) * 2.5401134) + ((abs(x2) + -1.0446585) * -9.047421)) + abs(x2 + -0.7199024)"
26,25.299372,"((abs(abs(abs(x0)) + 1.8079784) * (((abs(x0) + -0.41227978) * (x1 * 3.1759388)) - x6)) + ((abs(x2) + -1.0957708) * -8.351724)) + 0.73791283"
27,25.23083,"(((((x1 * (abs(x0) + -0.41200447)) * 3.1802645) - x6) * (abs(abs(x0) * -1.0805702) + 1.8055195)) + ((abs(x2) + -1.0975451) * -8.350788)) + 0.724932"
28,25.23075,"(abs(abs(abs(x0 * -1.0780816)) + 1.8079784) * (((abs(x0) + -0.41227978) * (x1 * 3.1759388)) - x6)) + (((abs(x2) + -1.0957708) * -8.351724) + 0.73791283)"
