Complexity,Loss,Equation
1,106.965515,"2.7230136"
3,97.89515,"x1 * 4.035998"
5,89.15907,"(x1 - x6) * 3.748318"
6,73.10473,"(abs(x0) * x1) * 7.0681105"
7,56.378223,"(log(abs(x2)) - x1) * -4.8279243"
9,49.065598,"((x1 - log(abs(x2))) - x6) * 4.4654565"
10,32.519424,"((x1 * abs(x0)) - log(abs(x2))) * 5.9451504"
12,27.529377,"(((abs(x0) * x1) - log(abs(x2))) * 5.9706035) - x6"
14,20.642895,"(((x1 * abs(x0 * x0)) - log(abs(x2))) - x6) * 4.8643675"
16,20.308382,"(((x1 * abs(x0 * x0)) - log(abs(x2))) - x6) * (3.5078273 + 1.1299642)"
18,19.4787,"((3.5078273 + (0.044011597 - -1.4021889)) * ((x1 * abs(x0 * x0)) - log(abs(x2)))) - x6"
21,19.011442,"3.1361153 * ((0.7380782 * (((abs(x0) * x1) - log(abs(x2))) * (abs(x0) - log(abs(-0.23512085))))) - x6)"
23,16.180464,"(((((x1 * (x0 * x0)) * 1.8838205) - log(abs(x2 - -0.00012879475))) - (log(abs(x2)) + 0.047843274)) - x6) * 2.6458375"
