Complexity,Loss,Equation
1,254.9722,"2.9524262"
3,202.82011,"x1 * 7.880011"
5,195.12102,"(x1 * 7.8163586) - -2.7758205"
6,108.88365,"(x1 * 10.960966) * abs(x0)"
7,77.10555,"x0 * (x0 * (x1 * 6.014953))"
9,64.74725,"(((x0 * x0) * x1) * 6.0787683) + 3.5184345"
11,28.679062,"((x0 * (x0 * x1)) - log(abs(x2))) * 5.704621"
13,23.93901,"(((x0 * (x0 * x1)) - log(abs(x2))) * 5.705715) - x5"
15,20.341642,"(((x0 * (x1 * x0)) - log(abs(x2))) * 5.707838) - (x5 * 2.9143002)"
17,10.546567,"(((x0 * x0) * x1) * 6.0273714) - ((log(abs(x2)) - (x4 * x3)) * 4.804458)"
19,5.5609317,"(((x0 * x1) * (6.0286717 * x0)) - ((log(abs(x2)) - (x3 * x4)) * 4.8114896)) - x5"
21,5.3635845,"((((x0 * x0) * x1) * 6.0213957) - ((log(abs(x2)) - (x3 * (0.8825072 * x4))) * 4.988253)) - x5"
23,1.3125573,"(((x1 * (x0 * x0)) * 6.02156) - (log(abs(x2)) * 5.0031586)) - ((x5 * 3.032321) - (x4 * (4.485966 * x3)))"
24,1.3125572,"((((x1 * 6.02156) * x0) * x0) - (log(abs(abs(x2))) * 5.0031586)) - ((x5 * 3.032321) - (x3 * (x4 * 4.485966)))"
25,1.3123242,"(((x1 * ((x0 * 6.021914) * x0)) - (log(abs(x2)) * 4.997285)) - ((x5 * 3.0325983) - (x4 * (x3 * 4.4851623)))) - -0.017425168"
27,1.3063432,"((x0 * ((x0 * 6.0208573) * x1)) - (log(abs(x2)) * 5.0027666)) - (((x5 * 3.025516) - ((x4 * x3) * 4.4769826)) - (x4 * 0.08827514))"
29,1.3016365,"(((x0 * (x0 * x1)) * 6.0208573) - (log(abs(x2)) * 5.0027666)) - (((x5 * 3.025516) - (x3 * (x4 * 4.4769826))) - ((x26 * -0.69076353) * 0.08827514))"
30,1.301293,"((x0 * (x0 * (6.0208573 * x1))) - (log(abs(x2)) * 5.0027666)) - (((3.025516 * x5) - ((x4 * x3) * 4.4769826)) - (x26 * (log(0.48425096) * 0.08827514)))"
