Complexity,Loss,Equation
1,1.2337792,"-0.030084666"
3,1.113774,"x6 * -0.41848916"
5,1.0408477,"x17 * (x6 * -0.6514052)"
6,1.0212772,"(sqrt(0.28426895) * x25) * x11"
7,0.94972366,"((x49 * x44) - x17) * x6"
9,0.8550625,"((0.089117296 - x49) - x6) * (x17 * 0.62878853)"
13,0.7679892,"((((x27 - x42) * (x47 * x43)) - x6) * x17) * 0.7561872"
15,0.75221956,"(((((x27 - x42) * (x47 * x43)) - x6) * x17) - 0.11728298) * 0.7561872"
19,0.7274753,"(x17 * (((x4 - (x27 * x6)) * (x47 * -0.51427805)) - x6)) - (0.11219946 - (x7 * 0.22929935))"
21,0.72479993,"((x17 - 0.14880683) * ((x27 * ((0.41864154 - x6) * (-0.4400745 - x47))) - x6)) - ((x37 * 0.13644256) - -0.2462674)"
23,0.69418,"(((((x47 - -0.6376721) * (-0.25765097 - (x27 * x6))) * -0.6620575) - x6) * x17) - ((0.06369156 - (x7 * 0.31331944)) - -0.14728287)"
24,0.6749069,"(((((-0.25765097 - (x27 * x6)) * log(0.5882284)) * (x47 - -0.6376721)) - x6) * x17) - (((x12 * x49) - x7) * 0.31331944)"
25,0.59678936,"((x17 - 0.122282214) * (((x47 - x49) * ((-0.395595 - (x27 * x6)) * -0.65119123)) - x6)) - (((-0.40469873 - x7) * 0.32862663) - -0.37091067)"
27,0.5912157,"(((((x0 - (((x47 - -0.9239172) * x47) - ((x48 - x28) * -0.985976))) * x17) - (x6 - x34)) * 1.9800429) - (x27 - x33)) * 0.20698294"
29,0.5887747,"(((((x0 - (((x47 - -0.9239172) * x47) - ((x48 - x28) * -0.985976))) * x17) - ((x6 + 0.120727494) - x34)) * 1.9800429) - (x27 - x33)) * 0.20698294"
31,0.5553275,"((((x0 - (((x47 - -0.7751031) * x47) - ((x48 - x28) * -0.76960635))) * (x17 * 1.7625815)) - (((x34 - x42) * (x6 + -0.9159487)) + x6)) - 0.51183516) * 0.25036505"
33,0.5413872,"(((((x0 - (((x47 - -0.816624) * x47) - ((x48 - x28) * -0.7641489))) * x17) * 1.273062) - (((x34 - x42) * x6) + (x6 - x34))) - (x27 - -0.76561356)) * 0.26793486"
35,0.5104156,"((((x0 - (((x47 - -0.97716236) * x47) - ((x48 - x28) * -0.74068695))) * (x17 * 1.6599488)) - (((x34 - x42) * (x6 + -0.43459737)) + (x6 - x34))) - (x27 - -0.59009755)) * 0.24972728"
