Complexity,Loss,Equation
1,20.402914,"-0.23425916"
3,15.354766,"x3 * x4"
5,11.6868725,"x3 * (x4 * 2.8300767)"
7,8.409917,"((x3 * x4) + x1) * 2.4729862"
9,7.280944,"((x0 * x0) * x1) + (x3 * x4)"
10,2.4724598,"((x4 * x3) + (x1 * abs(x0))) * 2.9856067"
11,1.695331,"(((x0 * x0) * x1) + (x3 * x4)) * 2.200828"
13,0.9002596,"((x3 * (x4 * -1.5105758)) - ((x1 * x0) * x0)) * -1.9348818"
14,0.90025955,"(((x3 * x4) * -1.5107049) - (abs(x0 * x0) * x1)) * -1.9349467"
15,0.8889246,"((x4 * x3) * 2.92568) - ((x1 * ((x0 - -0.05599323) * x0)) * -1.9470296)"
16,0.8889073,"(((x4 * -1.5026535) * x3) - (x1 * abs(x0 * (x0 - -0.056218244)))) * -1.9470057"
17,0.8823184,"((x3 * 2.9380164) * x4) - (((x7 * 0.13551323) + (x0 * (x1 * -1.9503491))) * x0)"
18,0.8773423,"(x3 * (x4 * 2.9218624)) - (x0 * ((x1 * (abs(x46 * -0.08344389) + x0)) * -1.970016))"
19,0.8652389,"((x4 * 2.9296644) * x3) - (x0 * (((x7 - x42) * 0.14023538) + ((x1 * x0) * -1.9522885)))"
21,0.86426294,"(((x4 * 2.9285743) * x3) - (x0 * (((x7 - x42) * 0.14018305) + ((x1 * x0) * -1.9517277)))) - 0.031271875"
23,0.8556722,"(((x3 * x4) * 2.932283) - ((((x0 - -0.051141158) * x0) * -1.9631301) * x1)) + (((x42 - x7) * x0) * 0.1368664)"
24,0.8556593,"(((x3 * x4) * 2.932063) - ((x1 * -1.9631002) * abs(x0 * (x0 - -0.0512221)))) + (((x42 - x7) * x0) * 0.13680585)"
25,0.8538223,"((x0 * (((x42 - x7) * 0.1356182) - 0.043580893)) + ((x4 * x3) * 2.934535)) - ((x0 * (x1 * -1.962772)) * (x0 - -0.050091486))"
26,0.84701836,"((x4 * 2.9306455) * x3) + (((x42 - (abs(x48) * x7)) * (x0 * 0.14879566)) - (((x0 * (x0 - -0.049939036)) * -1.9595547) * x1))"
28,0.84307325,"(((x0 * 0.14535421) + -0.04624681) * (x42 - (x7 * abs(x48)))) + (((x4 * x3) * 2.928971) - ((x1 * x0) * ((x0 - -0.04867115) * -1.9605489)))"
30,0.84105796,"((x42 - (abs(x48) * x7)) * ((x0 * 0.14445081) + -0.04589294)) + (((x4 * x3) * 2.9315398) - (((x1 * (x0 * -1.960351)) + 0.04549773) * (x0 - -0.047908433)))"
