Complexity,Loss,Equation
1,0.94934005,"-0.040048536"
3,0.92930967,"x34 * 0.14837657"
5,0.9129131,"(x34 + x21) * 0.13486561"
7,0.90684295,"((x21 + x34) - x23) * 0.124496974"
9,0.90332735,"((x21 + x34) - (x23 + 0.4764172)) * 0.124496974"
11,0.8882415,"-0.07123576 - ((x21 + ((1.0427032 - x23) * x34)) * -0.14068529)"
13,0.88700986,"(0.45220748 - ((x21 * 0.84238446) - ((x40 - 0.91032416) * x34))) * -0.15249322"
15,0.87411225,"(((x34 + x34) - ((x24 - x11) - x5)) * (x23 - 1.0164822)) * -0.06949055"
17,0.87257934,"(((x34 + x34) - ((x24 - (x11 + -0.24776316)) - x5)) * (x23 - 0.9472423)) * -0.08135976"
19,0.8724159,"(-0.06949055 * (((x34 + x13) - (((x4 * x13) - x11) - x5)) + x34)) * (x23 - 1.0164822)"
21,0.864782,"(-0.06949055 * (((x6 * x13) + (x34 - (((x4 * x13) - x11) - x5))) + x34)) * (x23 - 1.0164822)"
23,0.8627622,"((x23 - 1.1540337) * -0.06960851) * ((((x34 + (x13 * x6)) + x34) + 0.87842673) - (((x24 - x21) + 1.1411701) - x5))"
25,0.8504506,"(((x34 + (x13 * x6)) - ((x24 - x14) + ((x22 * 1.0804092) - x5))) + (x34 + -0.04520773)) * ((x23 - 0.7219642) * -0.08852033)"
27,0.8504266,"(((((x34 + (x6 * x13)) - ((((x24 - x14) + (x22 - 0.94967234)) - x5) + 1.7403135)) + 0.725997) + x34) * (x23 - 0.7156362)) * -0.08974153"
