Complexity,Loss,Equation
1,130.5716,"3.051254"
3,116.3377,"x1 * 4.830114"
5,107.013176,"(x1 - -0.63201797) * 4.831636"
6,76.341515,"x1 * abs(x0 * 8.118745)"
7,64.88955,"x1 * (5.030422 * (x0 * x0))"
9,55.04944,"(x1 * ((x0 * x0) * 5.0482793)) + 3.1370547"
11,49.92533,"((((x0 * x0) * x1) + 0.6987129) - x6) * 4.514108"
12,36.483803,"((((x0 * x0) * x1) + 1.3868062) - abs(x2)) * 5.309758"
14,36.4838,"(((x0 * (x1 * x0)) + (1.4298303 - abs(x2))) * 5.3097014) - 0.22840868"
17,25.349806,"((5.051109 * (x1 * (x0 * x0))) - -0.35716277) - (x0 - (log(abs(x2)) * -4.501994))"
18,24.723007,"(((x1 * (x0 * x0)) - -0.35716277) * 5.051109) - (abs(x7) - (log(abs(x2)) * -4.501994))"
20,24.105444,"((((x1 * x0) * x0) * 5.0091558) - -0.9460933) - (abs(x7 + 0.11286655) - (log(abs(x2)) * -5.0073724))"
21,24.105312,"((((x1 * x0) * x0) - 0.010716998) * 5.006772) - ((x4 * (x1 * -0.109986864)) - (log(abs(x2)) * -5.008326))"
