seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,2.1007464721523177,0.11312876672307787,1.879014089375085,2.3224788549295505,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
1,False,2.222084457937713,0.10998249206826359,2.0065187734839163,2.4376501423915093,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
2,False,2.2265089387399466,0.10368860356418781,2.0232792757541387,2.4297386017257545,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
3,False,2.2878734618063383,0.10239073707148191,2.087187617146234,2.488559306466443,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
4,False,2.1956718238542434,0.11430005458414089,1.9716437168693273,2.4196999308391596,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
5,False,2.362571220210454,0.0908866123671219,2.184433459970895,2.5407089804500127,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
6,False,2.2019212666913823,0.11149062841721107,1.9833996349936487,2.420442898389116,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
7,False,2.184176085691949,0.10640405080081644,1.9756241461223487,2.3927280252615493,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
8,False,2.14077669732888,0.10675600690226136,1.931534923800448,2.3500184708573126,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
9,False,2.1728425784176264,0.12151499591292628,1.934673186428291,2.411011970406962,dgp7,naive_ols,NL + severe NL conf.,Naive OLS,0.5
