seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,2.0081577003491535,0.12262661244025438,1.767809539966255,2.248505860732052,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
1,False,2.0958551824942147,0.12052003807119992,1.859635907874663,2.3320744571137664,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
2,False,1.9649925740399254,0.11281116972970014,1.7438826813697133,2.1861024667101376,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
3,False,1.9414276114256115,0.14362555536836338,1.6599215229036193,2.2229336999476037,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
4,False,2.109301472330382,0.11023354522754827,1.893243723684387,2.3253592209763765,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
5,False,2.2744780370588162,0.12998690496059928,2.0197037033360417,2.529252370781591,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
6,False,1.977665798094309,0.1354582618999629,1.7121676047703818,2.2431639914182364,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
7,False,2.0384365306404275,0.10973593640516822,1.8233540952862979,2.2535189659945574,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
8,False,1.9365775034175619,0.10094749138153321,1.7387204203097568,2.134434586525367,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
9,False,1.9327261284274382,0.13346115196727223,1.6711422705715846,2.194309986283292,dgp7,dml_nn,NL + severe NL conf.,DML-NN,0.5
