beta_hat,se,ci_low,ci_high,seed,failed,dgp,estimator,dgp_label,est_label,beta0
0.3606967011895085,0.45237375885742354,-0.5259558661710416,1.2473492685500585,0,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.5712611804255125,0.49622408861825124,-0.40133803326625983,1.543860394117285,1,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.1426705256487335,0.5064085648711724,0.15010973850123566,2.1352313127962312,2,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.3300024306605964,0.6267810823067236,-0.8984884906605817,1.5584933519817745,3,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7628224151527164,0.42078501346905645,-0.061916211246634156,1.5875610415520671,4,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.21942716476285637,0.4563611839261983,-0.6750407557324922,1.113895085258205,5,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.38138475758975954,0.4039430284411102,-0.41034357815481637,1.1731130933343354,6,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.26813647974839927,0.44450954029570067,-0.603102219231174,1.1393751787279727,7,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.9031358006494798,0.4386434979853551,0.043394544598183815,1.7628770567007759,8,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.5686390217164417,0.4210991176934261,-0.2567152489626735,1.3939932923955567,9,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.38580836422612075,0.5170649592495696,-1.3992556843552773,0.6276389559030358,10,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.20263507516401097,0.4664573304653579,-0.7116212925480905,1.1168914428761125,11,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.6102675803267039,0.4852626417951565,-0.3408471975918028,1.5613823582452107,12,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.13649795594144315,0.446651032395563,-0.7389380675538602,1.0119339794367466,13,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.6111326349939841,0.46960501086223005,-0.3092931862959868,1.531558456283955,14,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.8547251738889752,0.4323979234530627,0.007225243920972235,1.702225103856978,15,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.5440825696191691,0.5164148967668583,0.531909371956127,2.5562557672822113,16,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.6791275567866704,0.5026332230324739,0.6939664396430215,2.664288673930319,17,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.2158089492405803,0.6287603125827996,-1.016561263421707,1.4481791619028677,18,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.239837450954442,0.4018386590023869,0.45223367930976377,2.0274412225991205,19,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.2470232087840243,0.4188674491849719,0.42604300838147946,2.068003409186569,20,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7048269644887623,0.44787268497864346,-0.17300349806937887,1.5826574270469034,21,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.08580477327325982,0.37112812724465244,-0.8132159026727787,0.6416063561262589,22,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.0852119885769214,0.44696476350748726,0.20916105210224634,1.9612629250515963,23,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.699182444833623,0.45506911343068246,0.8072469825094855,2.5911179071577606,24,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.1351301825814764,0.51233083670422,-0.8690382573587947,1.1392986225217474,25,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.6849510637877966,0.5363702718737925,-0.3663346690848367,1.73623679666043,26,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.11417867314112645,0.5300429535575865,-0.924705515831743,1.153062862113996,27,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.9729093250588287,0.6017741485607608,-0.2065680061202625,2.15238665623792,28,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.0621557995128206,0.4646546299367338,0.15143272483682235,1.9728788741888188,29,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.2589745491035867,0.44065246808811376,-0.6047042883491163,1.1226533865562895,30,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7112708844958622,0.5046683478730697,-0.27787907733535444,1.700420846327079,31,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.02421111507980628,0.5583673984749992,-1.070188985931192,1.1186112160908046,32,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.2128717845402008,0.522373322378942,0.18902007267747467,2.2367234964029272,33,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.38011693309538974,0.4301460901120634,-0.46296940352425453,1.2232032697150341,34,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.825643366368333,0.4376498731603847,-0.03215038502602097,1.683437117762687,35,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.853964678576048,0.4284872697842946,0.01412962979883059,1.6937997273532654,36,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.8775673153445639,0.5193919003638544,-0.14044080936859082,1.8955754400577187,37,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.8047554808723625,0.45558164301585896,-0.08818453943872107,1.697695501183446,38,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7821386206921983,0.4132445218688525,-0.02782064217075264,1.5920978835551494,39,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.020902047368910166,0.5323223367968694,-1.064253827490774,1.0224497327529538,40,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.9180686157655377,0.46387113171571004,0.008881197602745972,1.8272560339283292,41,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.280179853411717,0.48444372711984507,-0.6693298517431794,1.2296895585666132,42,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7923927062858193,0.4183954331721573,-0.027662342731609058,1.6124477553032475,43,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.4649769130676592,0.6152699188424913,-0.7409521278636236,1.670905953998942,44,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.4945918895550907,0.5403879900166474,-0.5645685708775381,1.5537523499877195,45,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.23652100784057983,0.5796490083591151,-1.3726330642244453,0.8995910485432858,46,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.012831693449871662,0.502013599719467,-0.9711149620002837,0.996778348900027,47,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.5740672639283261,0.5172004308052666,-1.5877801083066485,0.43964558044999646,48,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.625325672532661,0.5191596124486244,-0.3922271678666427,1.6428785129319647,49,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.2086727242519334,0.5002693334499178,-0.7718551693099054,1.1892006178137722,50,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.07903057980674583,0.428498589020027,-0.9188878142859989,0.7608266546725071,51,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.25627936036785315,0.4744373017772569,-1.1861764718512766,0.6736177511155703,52,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
1.398982635111457,0.5545727928873084,0.31201996105233243,2.4859453091705817,53,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.6646664005674696,0.4697115975802377,-0.2559683306897963,1.5853011318247354,54,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.4149898594346361,0.5189221290421404,-1.4320772323572313,0.6020975134879589,55,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.340931754816892,0.5678221758233701,-0.7719997097969136,1.4538632194306975,56,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
-0.46942805588373004,0.5318015793596682,-1.5117591514286797,0.5729030396612196,57,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.5887851232959189,0.5324265018598853,-0.45477082034945626,1.632341066941294,58,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.4074554052084607,0.557849726669608,-0.685930059063971,1.5008408694808923,59,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.7695789025774789,0.47696391030499824,-0.16527036162031772,1.7044281667752754,60,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.9374643896509874,0.6107893804131238,-0.2596827959587352,2.13461157526071,61,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.3575210171657594,0.4437964967313561,-0.5123201164276985,1.2273621507592174,62,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.4487040482529341,0.5597915349630956,-0.6484873602747334,1.5458954567806016,63,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.32274140604211604,0.5700515299873472,-0.7945595927330844,1.4400424048173166,64,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
0.6431664395736332,0.45963224316919116,-0.25771275703798147,1.5440456361852477,65,False,dgp4,naive_ols,Mixed nonlinear,Naive OLS,0.5
