seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,1.980899047669074,0.11279607258485616,1.7598187454027558,2.201979349935392,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
1,False,2.0331129662866974,0.10818460428254023,1.8210711418929184,2.245154790680476,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
2,False,2.0821428918288016,0.10450616860408472,1.8773108013647957,2.286974982292808,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
3,False,2.1556388780488773,0.10698513470313048,1.9459480140307415,2.365329742067013,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
4,False,2.0224595694714447,0.0979614942731279,1.830455040696114,2.2144640982467756,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
5,False,2.300674236014926,0.08480561065863562,2.134455239124,2.466893232905852,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
6,False,2.0535258353323345,0.11536501818807157,1.827410399683714,2.279641270980955,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
7,False,2.0671660226997126,0.10892459127102541,1.8536738238085029,2.2806582215909224,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
8,False,1.9123068740629046,0.10552781599569036,1.7054723547113515,2.119141393414458,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
9,False,2.0030903857891746,0.11180431977915196,1.7839539190220368,2.2222268525563127,dgp7,full_ols,NL + severe NL conf.,Full OLS (infeasible),0.5
