Complexity,Loss,Equation
1,159.6947,"2.6239226"
3,134.62952,"x1 * 5.6515183"
5,127.10476,"(x1 * 5.708852) - -2.7445085"
6,81.908455,"(x1 * 9.163948) * abs(x0)"
7,65.96007,"((x1 * x0) * x0) * 5.836494"
9,57.004356,"(((x1 * x0) * x0) + 0.5075152) * 5.900568"
11,28.725487,"(((x0 * x1) * x0) - log(abs(x2))) * 5.6333985"
13,24.874384,"((((x0 * x0) * x1) - log(abs(x2))) * 5.6337543) - x5"
14,24.871231,"((((x0 * x1) * x0) - log(abs(abs(x2)))) * 5.6068363) - x5"
15,12.152105,"(((x0 * (x0 * x1)) + (x4 * x3)) - log(abs(x2))) * 5.407403"
16,12.152104,"((x0 * (x0 * x1)) + ((x4 * x3) - log(abs(abs(x2))))) * 5.407403"
17,7.406587,"((((x3 * x4) + ((x0 * x1) * x0)) - log(abs(x2))) * 5.4000063) - x5"
19,3.3731165,"(((x0 * 1.3734642) * (x1 * x0)) + (((x3 * x4) - log(abs(x2))) - x5)) * 4.29049"
21,1.4587544,"((((x0 * x1) * (x0 * 1.9391981)) + (((x3 * x4) - log(abs(x2))) * 1.5520939)) - x5) * 3.0554495"
23,1.4097143,"(((((x4 * x3) - log(abs(x2))) * 1.5335915) - x5) + (((x0 * (x1 * x0)) * 1.9402739) - -0.078182094)) * 3.0555656"
24,1.4097142,"((((((x4 * x3) - log(abs(abs(x2)))) * 1.5335915) - x5) + (((x0 * x1) * x0) * 1.9402739)) - -0.078182094) * 3.0555656"
25,1.4097136,"(((((x0 * (x1 * x0)) * 1.9402071) + (((x3 * x4) - log(abs(x2))) * 1.5335146)) - (x5 - 0.6317327)) * 3.0556629) - 1.6914445"
26,1.386044,"abs(x11 * -0.28157055) + ((((((x4 * x3) - log(abs(x2))) * 1.5348542) - x5) + ((x0 * 1.9411422) * (x1 * x0))) * 3.0533652)"
27,1.2447448,"((((((x3 * x4) - log(abs(x2))) * 1.6618092) - x5) + (((x0 * 1.9685088) * x1) * x0)) * 3.0071893) - (x3 * (x4 * 0.5946289))"
29,1.2347611,"(((((x0 * x0) * x1) * 1.9638819) + ((((x3 * x4) - log(abs(x2))) * 1.6597847) - x5)) * 3.0126522) - (x3 * ((x4 * 0.6050129) - 0.09668117))"
