Complexity,Loss,Equation
1,198.31956,"2.8029184"
3,161.33324,"x1 * 6.3129396"
5,151.30923,"(x1 - x5) * 5.04044"
6,95.225815,"abs(x0 * 9.737467) * x1"
7,78.50585,"((x0 * x1) * x0) * 5.783732"
9,65.77463,"(x1 * (x0 * (x0 * 5.906762))) + 3.5763562"
11,30.052912,"((x0 * (x1 * x0)) - log(abs(x2))) * 5.7261734"
13,26.030607,"(5.8278985 * ((x0 * (x0 * x1)) - log(abs(x2)))) - x5"
15,25.679583,"(log(abs(x2)) * -5.368312) + ((x1 * ((x0 * x0) * 5.8232102)) - x5)"
17,23.314394,"((((x0 * x1) * 5.7670927) * x0) + (x5 * -2.5197067)) - (log(abs(x2)) * 5.300727)"
19,23.309668,"((x0 * ((x0 * 5.7648606) * x1)) - 0.08140485) + ((x5 * -2.51825) - (log(abs(x2)) * 5.3339276))"
21,22.93091,"(x21 * x3) + (((((x0 * (2.318269 * x0)) * x1) + (log(abs(x2)) * -2.1321695)) - x5) * 2.4851844)"
22,22.640638,"((x1 * (x0 * 5.798857)) * x0) + (((x5 * -2.503687) - (log(abs(x2)) * 5.2995367)) - (x14 * abs(x4)))"
25,22.279957,"((((x1 * x0) * (x0 * 5.746696)) + (x5 * -2.4860728)) - ((log(abs(x2)) * 5.408737) + -0.98195577)) - abs(x14 + abs(x41))"
