Complexity,Loss,Equation
1,108.718124,"3.4703045"
3,95.89411,"x1 * 5.2378654"
5,82.79007,"(x1 * 5.3522763) + 3.6214018"
6,65.682785,"x1 * (abs(x0) * 7.8829145)"
7,59.52527,"(x1 * (x0 * x0)) * 4.9214635"
8,55.30375,"((x1 * abs(x0)) - -0.41504583) * 7.76769"
9,49.862637,"((x1 * (x0 * x0)) * 4.8302526) + 3.1117287"
11,24.616566,"((x0 * (x1 * x0)) - log(abs(x2))) * 4.8295975"
13,24.449003,"((x0 * ((x0 + -0.0900248) * x1)) - log(abs(x2))) * 4.8295975"
15,17.460104,"((((x0 * x1) * x0) + (0.122536354 - log(abs(x2)))) - x5) * 4.510919"
19,15.737235,"(((((x0 * (x0 * (x1 * 1.2288625))) - x5) + 0.32302147) - log(abs(x2))) * 4.007196) + x5"
21,15.09539,"((((x0 * (x0 * (x1 * 1.1070094))) - x5) + (0.2823674 - log(abs(x2)))) * 4.4529953) + (x5 + -0.69702667)"
