Complexity,Loss,Equation
1,116.04015,"2.1841533"
3,101.46236,"x1 * 4.1732373"
5,92.03422,"(x1 - x5) * 3.710916"
6,70.12372,"x1 * abs(x0 * 7.26478)"
7,60.295776,"(x0 * (x0 * x1)) * 5.1229153"
9,54.681324,"((x0 * x0) * (x1 * 5.1588316)) - -2.3701417"
11,39.081398,"(((x1 * abs(x0)) + 1.2140543) - abs(x2)) * 7.442027"
12,34.113747,"((x0 * (x0 * x1)) + (1.2981912 - abs(x2))) * 5.4175143"
14,29.577126,"((((x1 * x0) * x0) + (1.296536 - abs(x2))) * 5.3953547) - x5"
16,27.789223,"((((((x0 * x0) * x1) * 0.6855636) + 1.1792243) - abs(x2)) * 7.3315897) - x5"
18,24.65771,"(((((x0 * (x0 * x1)) * 0.70147854) - abs(x2)) + 1.1827728) * 7.146558) - (x5 * 2.8198802)"
20,24.653584,"((((x0 * ((x1 * x0) + 0.020029055)) * 0.70852214) - abs(x2)) * 7.0924582) - ((x5 * 2.8212333) + -8.425676)"
23,24.302406,"(((((x0 * (x1 * x0)) + 1.8154423) * 0.7014956) - abs(x2)) * 7.146596) - ((2.8199117 * x5) + abs(x27 - x19))"
