Complexity,Loss,Equation
1,17.465687,"x1"
3,15.595106,"x3 * x4"
4,15.271251,"abs(x0) * x1"
5,12.251685,"(x3 * x4) * 2.8618891"
6,11.141379,"x1 * abs(x0 * -3.0961652)"
7,8.484706,"((x4 * x3) + x1) * 2.5616846"
9,7.628033,"(x1 * (x0 * x0)) + (x4 * x3)"
10,2.20789,"((x1 * abs(x0)) + (x3 * x4)) * 3.1653748"
11,1.7481573,"((x3 * x4) + (x1 * (x0 * x0))) * 2.3003004"
13,0.9540675,"((x3 * 3.0739112) * x4) + (x1 * ((x0 * 2.044413) * x0))"
15,0.9490449,"(x1 * (x0 * (x0 * 2.0448081))) + (((x3 * 3.07788) - 0.06991237) * x4)"
17,0.93394524,"((x3 * x4) * 3.0711615) + (((x0 * (2.0512714 * x0)) + (x23 * 0.14848313)) * x1)"
19,0.9300708,"(x3 * (x4 * 3.0621848)) + ((x1 * x0) * ((x0 * 2.0316274) + ((-0.12406243 * x1) * x13)))"
21,0.91451037,"((x0 * (x1 * (((x4 + x1) * (x13 * -0.06810921)) + x0))) * 2.0325012) + ((x3 * x4) * 3.0631297)"
23,0.9088017,"(((x3 - 0.023933494) * x4) * 3.0666542) + ((x0 * x1) * ((((x1 + x4) * x13) * -0.13907517) + (x0 * 2.0333982)))"
24,0.9078523,"((x3 * x4) * 3.0565424) + (x0 * (x1 * (((((abs(x16) * x1) + x4) * -0.1522863) * x13) + (x0 * 2.0414135))))"
25,0.9072477,"((x3 - 0.023933494) * ((x4 * 3.0666542) - 0.040168654)) + ((x1 * x0) * ((((x1 + x4) * -0.13907517) * x13) + (x0 * 2.0333982)))"
26,0.9010974,"(x0 * (((x0 + (x13 * (((x1 * abs(x16)) + x4) * -0.07609519))) * 2.0417686) * x1)) + (x4 * ((x3 * 3.060748) - 0.08116778))"
28,0.90026027,"(x1 * ((((x13 * -0.14908426) * (x4 + (x1 * abs(x16 * x3)))) + (x0 * 2.0464075)) * x0)) + (x4 * ((x3 * 3.0585487) - 0.086479455))"
30,0.89879143,"(x4 * ((x3 * 3.0629838) - 0.07950917)) + ((((x0 * 2.0448627) + ((x13 * (x4 + (abs(x3 - (x19 * -0.30876067)) * x1))) * -0.1591567)) * x0) * x1)"
