Complexity,Loss,Equation
1,99.832436,"7.5092535"
3,91.74536,"7.537501 - x1"
4,58.309578,"abs(x0 * -10.096631)"
5,56.79564,"(x0 * 5.943156) * x0"
6,49.933834,"abs(x0 * 10.131763) - x1"
7,35.47798,"((x0 * x0) - x1) * 5.735594"
8,35.338367,"(abs(x0 * 2.0835035) - x1) * 4.9285684"
9,29.414364,"(((x0 * x0) - x1) + 0.5622289) * 5.017375"
10,15.421842,"((abs(x2) + (x0 * x0)) - x1) * 4.7942924"
12,8.709243,"((abs(x2) + ((x0 * x0) - x1)) - x3) * 4.5678196"
14,6.7483673,"(-3.0455146 * x3) + (5.155646 * (((x0 * x0) + abs(x2)) - x1))"
16,5.210615,"((x3 + 0.4071713) * -3.0455146) + (((x0 * x0) + (abs(x2) - x1)) * 5.155646)"
18,4.298173,"(((x0 * x0) + (abs(x2) - x1)) * 5.173313) + (x4 + ((x3 + 0.42119902) * -3.033603))"
19,2.796426,"((((x0 * x0) + ((x0 * x0) - (x1 + x3))) + (x2 * x2)) - x1) * 2.6229231"
21,2.6819057,"(((((x2 * x2) + (x0 * x0)) + (x0 * x0)) - (x1 + x3)) * 2.6527033) - (x1 * 2.276068)"
23,1.8171841,"x4 + ((((x0 * x0) + ((0.06883725 - x1) + ((x0 * x0) + (x2 * x2)))) - (x3 + x1)) * 2.6041567)"
25,1.6786977,"(x4 + ((((((x0 + 0.008661801) * (x0 + (x0 * 0.85570157))) - x1) + (x2 * x2)) - (x1 + x3)) * 2.7074845)) - -0.26535913"
27,1.5872416,"x4 + (((((x2 * x2) * 0.16327885) - x1) + ((((x0 * x0) + (x2 * x2)) - (x3 + x1)) + (x0 * x0))) * 2.6041567)"
30,1.5051508,"(x4 + (((abs(x2 * 0.21937567) - x1) + (((x2 * x2) - (x1 + x3)) + ((x0 * x0) + (x0 * x0)))) * 2.6041567)) - (x3 * 0.48818547)"
