Complexity,Loss,Equation
1,128.29034,"3.327758"
3,112.97416,"x1 * 5.2110825"
5,101.04956,"(x1 * 5.2960157) + 3.4547675"
6,75.14766,"x1 * abs(x0 * 8.108694)"
7,65.59882,"x0 * (x1 * (x0 * 5.253455))"
8,64.500404,"(x1 * abs(x0 * -8.081874)) + 3.2631707"
9,55.12835,"(((x0 * x0) * x1) + 0.6184281) * 5.23236"
11,22.03177,"((x0 * (x1 * x0)) - log(abs(x2))) * 5.0165663"
13,21.99674,"((((x1 * 1.0374435) * x0) * x0) - log(abs(x2))) * 4.907748"
15,17.564257,"(((x0 * x1) * (5.0476723 * x0)) - x6) - (5.0476723 * log(abs(x2)))"
17,15.143654,"(((5.0476723 * (x0 * (x1 * x0))) - x6) - (4.889113 * log(abs(x2)))) - x6"
19,15.128228,"(((x0 * ((x0 * (x1 * 5.0476723)) + -0.071650535)) - x6) - (log(abs(x2)) * 4.889113)) - x6"
