Complexity,Loss,Equation
1,96.50502,"8.03425"
3,88.3336,"7.9768806 - x1"
4,51.93353,"abs(x0) * 10.76048"
6,43.08489,"(abs(x0) - x1) * 7.791437"
7,31.616135,"((x0 * x0) - x1) * 5.8118734"
8,29.125399,"(abs(x0 + x0) - x1) * 5.218834"
9,24.888845,"((x0 * x0) - (x1 + -0.59994286)) * 5.0261807"
10,13.978937,"(abs(x2) + ((x0 * x0) - x1)) * 4.7699704"
12,7.8328075,"((abs(x2) - x1) + ((x0 * x0) - x3)) * 4.4611654"
14,5.3054523,"(((abs(x2) - x1) + (x0 * x0)) * 4.859632) - (x3 * 2.9553392)"
16,4.239816,"(((((x0 * x0) - x1) + abs(x2)) + -0.27038178) * 5.1055017) - (x3 * 2.986614)"
20,3.833829,"(((abs(x2 * 6.1501546) - x3) - x3) + (((x0 * x0) - x1) * 4.9798017)) - (x3 + 2.1042914)"
21,3.6231775,"abs((abs(x2) - 0.36626652) * 6.547957) + ((((((x0 * x0) - x1) * 4.8110247) - x3) - x3) - x3)"
22,3.559578,"((x4 + (abs(x2 * (6.193445 - x3)) - x3)) + (((x0 * x0) - x1) * 5.03026)) - (x3 + 2.160717)"
23,3.001007,"(abs((abs(x2) - 0.36626652) * 6.547957) + ((((((x0 * x0) - x1) * 4.8110247) - x3) - x3) - x3)) + x4"
28,2.401604,"(((((x0 * x0) - x1) * 4.9824114) - x3) - x3) + ((abs(abs(abs(x2 * 7.5344315) - 2.6875777) - x3) - (x4 * -0.87704504)) - 1.256325)"
