Complexity,Loss,Equation
1,170.61127,"4.6356144"
3,149.21965,"x1 * 6.107664"
5,134.7215,"(x1 * 5.6368556) - -3.840785"
6,78.00762,"abs(x0 * 9.142931) * x1"
7,60.153786,"(x0 * (x0 * 5.076806)) * x1"
9,50.21311,"(((x1 * 4.89179) * x0) * x0) + 3.1798944"
11,45.71525,"(((x0 * (x1 * x0)) * 4.8920326) + 3.195526) - x6"
12,33.501476,"((((x0 * x1) * x0) - abs(x2)) + 1.3655207) * 5.1608124"
14,28.640545,"(((1.3671483 - abs(x2)) + ((x0 * x0) * x1)) * 5.167866) - x6"
16,25.553474,"((((1.3484483 - abs(x2)) + (x0 * (x0 * x1))) * 2.294919) - x6) * 2.2047164"
17,21.113073,"(((x1 * x0) * x0) + (3.2148824 - (sqrt(abs(x2 * 9.773874)) + x6))) * 4.7162337"
20,16.276009,"(((1.2567368 - x6) + (x1 * (1.1368006 * (x0 * x0)))) - log(abs(x2 * -3.233148))) * abs(4.3756385)"
21,14.18588,"x6 + (((((x1 * x0) * x0) * 1.1368006) + ((1.2271019 - x6) - log(abs(x2 * -3.233148)))) * 4.3756385)"
24,13.675604,"(x1 * (x0 * (x0 * 4.9774795))) + ((((abs(3.033304 - x6) * 0.58843464) - log(abs(x2 * 6.8994617))) * 4.8106875) - -0.62175333)"
27,13.6747465,"(((((2.386819 - x6) + (x0 * (x1 * x0))) * 0.5934754) - log(abs(x2) * 4.1744294)) * 4.7942824) + ((x1 * (x0 * 2.1366522)) * x0)"
29,13.657864,"(((((2.3675978 - x6) + (x0 * ((x0 * x1) + -0.045146883))) * 0.59955984) - log(abs(x2 * 4.181594))) * 4.7909784) + (x0 * ((x0 * x1) * 2.1277945))"
