Complexity,Loss,Equation
1,6.957929,"-0.09844864"
3,4.691543,"x3 + x4"
5,3.81207,"(x3 + x2) + x4"
7,2.8611274,"((x4 + x3) + x0) + x2"
9,2.0527515,"(x2 + x0) + ((x4 + x3) + x1)"
11,2.0527463,"((x2 + x0) + ((x4 + x3) + x1)) - 0.0026129484"
13,2.0357962,"(x0 + x1) + ((x2 + x4) + ((x3 + -0.00659558) * 1.1257821))"
17,1.9983186,"(((((x36 * (x1 * -0.22260173)) + x1) + x2) + x0) + (x4 + 0.008143443)) + x3"
25,1.9851314,"((x35 * ((x48 - (x38 - x12)) * -0.13401684)) + ((x2 + (x1 + 1.0894287)) * 0.9297694)) + (x0 + ((x3 - 1.0012167) + x4))"
27,1.9699713,"(((x48 - (x2 + (x38 - x12))) * (x35 * -0.12930042)) + (((x1 + 0.83398896) + x2) * 0.9234195)) + ((x0 + (x3 - 0.7607636)) + x4)"
29,1.9609423,"((((x1 + (x0 + x4)) + (((x35 * -0.113463916) * (x48 + (0.66271853 - (x38 + (x2 - x12))))) + 0.626253)) + x2) * 0.9347573) + (x3 + -0.58021814)"
31,1.9577963,"((((((x1 + x0) + x4) + (((x48 + (0.5014565 - ((x38 + x2) - x12))) * -0.081138074) * (x35 * 1.7584958))) + (x2 + 0.626776)) * 0.93087405) + x3) + -0.57975364"
33,1.9419633,"(0.93348336 * (((x0 + x4) + x2) + (((x35 * (x48 - (((x38 - x12) + (x2 - x33)) * 1.0360638))) * (-0.08044674 * 1.7586037)) + (0.6262917 + x1)))) + (x3 + -0.58036304)"
35,1.9366044,"(0.93348336 * (((x0 + x4) + x2) + (((x35 * ((x48 + 0.562476) - (((x38 - x12) + (x2 - x33)) * 1.0360638))) * (-0.08044674 * 1.7586037)) + (0.6262917 + x1)))) + (x3 + -0.58036304)"
37,1.9264221,"(((x2 + ((((x48 + ((0.5730909 - (x2 * x49)) - ((x2 - (x33 * 1.0416874)) + (x38 - x12)))) * (x35 * -0.1410921)) + x1) + 0.5773342)) + (x0 + x4)) * 0.9336223) + (x3 + -0.53481406)"
39,1.9264151,"(((x0 + x4) + (x2 + ((((x35 * (((x48 + (0.562476 - (x49 * x2))) - ((((x38 - x12) + x2) - x33) * 1.0360638)) * 1.7586037)) * -0.08044674) + 0.6262917) + x1))) * 0.93348336) + (x3 + -0.58036304)"
