Complexity,Loss,Equation
1,161.84128,"2.5167265"
3,140.61163,"x1 * 5.2608"
5,126.90032,"(x0 * x0) * x1"
6,78.60616,"x1 * (abs(x0) * 9.041553)"
7,54.526924,"(x1 * (x0 * x0)) * 4.9509196"
9,44.44437,"((x0 * 5.041466) * (x1 * x0)) + 3.181291"
11,39.915794,"(((x1 * (x0 * 5.0184712)) * x0) - x5) - -3.189114"
13,36.317165,"((((x0 * x0) * x1) * 1.6642399) + (1.0722188 - x5)) * 2.9880211"
14,35.606377,"((x1 * ((x0 * x0) * 5.029195)) - (x5 - 3.9507082)) - abs(x2)"
15,33.558773,"(5.719511 - (x2 * (x2 * 2.884486))) + (x1 * ((x0 * x0) * 5.1096935))"
16,26.544949,"(((((x1 * x0) * x0) - -0.8175749) * 5.1247663) - abs(x2 * 7.7454767)) + 4.8906527"
18,26.53956,"((((((x0 * x0) * 5.104961) - 0.3039567) + 0.38976508) * x1) + 9.085381) - abs(x2 * 7.746555)"
20,23.955578,"(2.4915462 - log(abs(x2))) + ((((x1 * x0) * (x0 * 5.088985)) - abs(6.153313 * x2)) + 4.7427216)"
22,23.829586,"((2.484696 - log(abs(x2))) + ((((x0 * x1) * 5.1517806) * (x0 - -0.06799084)) - abs(x2 * 6.1339054))) + 4.7354918"
24,19.479033,"((4.7427216 + (2.4915462 - log(abs(x2)))) + ((((x0 * x1) * 5.088985) * (x0 - -0.07257461)) - abs(x2 * 6.153313))) - x5"
