Complexity,Loss,Equation
1,167.19615,"x1"
3,147.33199,"x1 * 5.3977222"
5,137.04967,"(x1 - -0.57688534) * 5.5660152"
6,95.84837,"(abs(x0) * x1) * 8.910757"
7,78.32281,"((x0 * 5.619228) * x0) * x1"
9,67.32826,"((x0 * (x1 * 5.694975)) * x0) + 3.3185778"
11,35.892666,"5.7415233 * ((x1 * (x0 * x0)) - log(abs(x2)))"
13,34.88972,"((((x0 * x0) * x1) * 1.1781182) - log(abs(x2))) * 5.0741763"
15,25.650295,"((((x0 * x1) * (x0 * 1.4144865)) - x5) - log(abs(x2))) * 4.2768717"
17,24.884794,"((((x1 * (x0 * (1.4352111 * x0))) - x5) - log(abs(x2))) * 4.2077675) + x5"
18,24.718712,"(((((x0 * 1.4144865) * (x0 * x1)) - x5) - log(abs(abs(x2)))) * 4.2768717) + x5"
19,24.267494,"(((((x0 * ((x1 * 1.3107953) * x0)) - x5) - log(abs(x2))) * 4.6216903) + 0.16588373) + x5"
20,24.26749,"(((((((x0 * x0) * 1.3107117) * x1) - x5) - log(abs(abs(x2)))) * 4.6217017) + 0.16603123) + x5"
24,24.150293,"(((((x0 * x1) * 1.6282725) * x0) + ((0.6688504 - log(abs(x2))) + ((-0.5187613 * abs(x2)) - x5))) * 3.7249737) - x47"
26,24.096638,"(x5 + (((abs(x14) * -0.1609424) + (((((x1 * x0) * (x0 * 1.318588)) + 0.027380504) - log(abs(x2))) - x5)) * 4.6020765)) - -0.6250852"
27,23.982058,"(((abs(x2) * (abs(x14) * -0.2021595)) + ((((x1 * 1.3656849) * (x0 * x0)) - log(abs(x2))) - x5)) * 4.452981) + (x5 - -0.6275842)"
28,23.945103,"(((abs(x2 * x14) * -0.2021595) + (0.04317325 + ((((x1 * 1.3656849) * (x0 * x0)) - log(abs(x2))) - x5))) * 4.452981) + (x5 - -0.6275842)"
29,23.945099,"(((((abs(x2) * (abs(x14) * -0.2021595)) + 0.04317325) + (((x1 * 1.3656849) * (x0 * x0)) - log(abs(x2)))) - x5) * 4.452981) + (x5 - -0.6275842)"
