Complexity,Loss,Equation
1,109.65019,"2.771169"
3,93.773445,"x1 * 5.0427446"
5,84.53191,"(x1 * 5.216244) - -3.0444796"
6,69.34108,"x1 * abs(x0 * -7.191619)"
7,66.34592,"x0 * (x0 * (x1 * 4.7059917))"
8,58.35889,"(x1 * abs(x0 * -7.4576006)) - -3.323938"
9,55.875336,"((x0 * (x1 * 4.8426647)) * x0) - -3.2425013"
10,53.03277,"((x1 * abs(x0 * -7.4576006)) - -3.323938) - x5"
11,50.441616,"((x1 * x0) * (x0 * 4.8600035)) - (x5 - 3.2077668)"
12,47.93476,"((x1 * abs(x0 * 7.5246053)) - -3.2077003) - (x5 * 3.3245697)"
13,38.236694,"((x1 * abs(x0 * -7.6057997)) + 9.262554) - abs(x2 * 7.664498)"
15,33.114315,"((9.262554 - x5) + (x1 * abs(-7.6057997 * x0))) - abs(x2 * 7.664498)"
16,33.11431,"((x1 * abs(x0 * -7.6057997)) - abs(x2 * 7.664498)) + abs(x5 - 9.262554)"
17,29.881582,"((9.262554 - (x5 + x5)) + (x1 * abs(x0 * -7.6057997))) - abs(x2 * 7.664498)"
20,28.538496,"((x1 * abs(x0 * -7.6057997)) - abs(x2 * 7.664498)) + abs(x5 + (x5 + (x5 - 9.262554)))"
21,27.61571,"((9.358448 - (x5 + x5)) + (x1 * (abs(x0 * 9.786074) + -2.6995583))) - abs((x2 * 7.7219257) - -0.21125872)"
24,26.127647,"(abs((x5 + (x5 + x5)) - 9.358448) - abs(-0.21125872 - (x2 * 7.7219257))) + (x1 * (abs(x0 * 9.786074) + -2.6995583))"
25,25.676916,"((9.358448 - (((x5 + x5) + x41) + x5)) + (x1 * (abs(x0 * 9.786074) + -2.6995583))) - abs((7.7219257 * x2) - -0.21125872)"
27,25.616274,"(9.337431 - (((x5 + x5) + (x5 + x41)) * 1.0733142)) + ((x1 * (abs(x0 * 9.924952) + -2.7444088)) - abs(-0.21601534 - (x2 * 7.7570214)))"
29,25.61087,"((9.358448 - (((x5 + (x5 + x41)) + x5) + (x5 * 0.12264969))) + (x1 * (abs(x0 * 9.786074) + -2.6995583))) - abs((x2 * 7.7219257) - -0.21125872)"
30,25.572462,"(9.358448 - (((x5 + x5) + x41) + (x5 + (abs(-0.24951875) * x5)))) + ((x1 * (abs(9.786074 * x0) + -2.6995583)) - abs((x2 * 7.7219257) - -0.21125872))"
