Complexity,Loss,Equation
1,17.802174,"0.008514743"
3,13.808408,"x1 * 2.0239272"
4,12.970143,"abs(x0) * x1"
5,10.439084,"(x0 * x1) * x0"
6,8.780637,"x1 * abs(x0 * -3.1389236)"
7,7.381497,"(x1 + (x3 * x4)) * 2.4009688"
9,6.5627446,"(x1 * (x0 * x0)) + (x4 * x3)"
10,2.1260319,"((x3 * x4) + (x1 * abs(x0))) * 2.9914236"
11,1.5389758,"(((x1 * x0) * x0) + (x4 * x3)) * 2.2511694"
13,1.0264637,"(((x4 * x3) * 1.4750636) + (x1 * (x0 * x0))) * 2.0093799"
15,1.0240008,"((x1 * ((x0 * x0) - -0.03185214)) * 1.984718) + (x4 * (x3 * 2.962756))"
17,1.0014633,"((x3 * x4) * 2.9838488) + (((x1 * 2.0021741) - (x38 * 0.08667346)) * (x0 * x0))"
19,0.997764,"(x3 * (x4 * 2.9838488)) + ((((x1 * 2.0021741) - (x38 * (0.08667346 * 1.4623537))) * x0) * x0)"
20,0.98017937,"((x4 * x3) * 2.9557877) + ((x0 * (x0 * x1)) * (2.1828356 - (abs(x18 - x4) * 0.18892351)))"
22,0.97444314,"((x3 * x4) * 2.9362304) + (((12.296027 - abs(x4)) + x12) * (x1 * (0.0061596306 - ((x0 * x0) * -0.17294459))))"
23,0.9600315,"((x4 * x3) * 2.9465344) + (x1 * ((x0 * x0) * ((9.3068285 - abs(x4 - (abs(x40) * x18))) * 0.23731275)))"
25,0.95616055,"((x3 * 2.9462833) * x4) + (((x0 * x1) * (9.308107 - abs(x4 - ((x18 - 0.16199407) * abs(x40))))) * (x0 * 0.23730908))"
27,0.9556524,"(x0 * ((x0 * (x1 * (8.708429 - abs(x4 - ((x18 - 0.14088383) * abs(x40 * 0.8983976)))))) * 0.25429335)) + ((x4 * 2.9450727) * x3)"
29,0.95564497,"((((x0 * 0.25422078) * (8.706746 - abs(x4 - ((x18 - 0.13906626) * abs(x40 - (x40 * 0.10238322)))))) * x0) * x1) + ((x3 * x4) * 2.9455473)"
