Complexity,Loss,Equation
1,171.1913,"3.0958362"
3,138.29207,"x1 * 6.526984"
5,128.3301,"(x1 * 6.5564137) + 3.1562817"
6,87.468765,"(x1 * 9.476334) * abs(x0)"
7,76.88465,"(x0 * (x1 * x0)) * 6.0358315"
8,76.2237,"((abs(x0) * x1) * 9.564207) + 3.3540475"
9,64.96562,"(((x1 * x0) * x0) - -0.56577986) * 6.105487"
11,37.390472,"(((x1 * x0) * x0) - log(abs(x2))) * 5.821888"
13,32.143875,"((((x1 * x0) * x0) - log(abs(x2))) * 5.8443046) - x5"
15,28.019325,"(((x0 * (x0 * x1)) - log(abs(x2))) * 5.8879733) - (x5 * 2.9711363)"
17,26.623251,"(5.1458306 * (((x0 * 1.2220017) * (x1 * x0)) - log(abs(x2)))) - (x5 * 2.970526)"
19,26.126963,"((((x1 * 1.222846) * (x0 * x0)) - log(abs(x2))) * 5.114785) - (x4 - (x5 * -2.9650927))"
21,14.496016,"(5.617732 * ((x1 * (x0 * x0)) - log(abs(x2)))) - ((x5 - ((x4 * x3) + -0.98236936)) * 3.7465563)"
22,4.2483273,"(x5 - ((x5 - (x4 * x3)) * 4.2876654)) + (((x1 * (x0 * x0)) - log(abs(abs(x2)))) * 5.092931)"
23,2.1902792,"(x5 + ((((x0 * x0) * (x1 * 1.2868575)) - log(abs(x2))) * 5.092931)) - ((x5 - (x4 * x3)) * 4.2876654)"
25,1.5168489,"((((x0 * (x0 * x1)) * 1.1940434) - log(abs(x2))) * 5.085551) + (x5 - ((x5 - (x4 * (x3 + 0.016829308))) * 4.2875257))"
29,1.5166203,"(x5 + ((((x0 * (x1 * 1.1922846)) * x0) - log(abs(x2))) * 5.092931)) - ((x5 - ((x4 * (x3 + -0.98350525)) - (0.00416502 - x4))) * 4.2876654)"
