seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d
2,False,0.4644205871829959,0.1664540439977606,0.13817066094738512,0.7906705134186067,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.9672208126384305, ('log', 2, None): -4.848835801288114}",{}
3,False,0.4540179284623058,0.2552228434322181,-0.04621884466484172,0.9542547015894534,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 5.195085766552789}",{}
4,False,0.429816856363691,0.12704198909837747,0.18081455773087116,0.6788191549965108,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.062755181449341, ('log', 2, None): -5.109282321258063}",{}
5,False,0.5590368696207424,0.1413170918394716,0.282055369615378,0.8360183696261068,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.994478891777332, ('log', 2, None): -5.216755188258241}",{}
6,False,0.4687193152472342,0.1272799936169369,0.21925052775803788,0.7181881027364305,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.0335693755468895, ('log', 2, None): -5.078759688518719}",{}
7,False,0.5968189478810876,0.2956684222538236,0.01730884026359325,1.176329055498582,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('int', 15, 17), ('int', 17, 37)]","[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.785738132147457}",{}
8,False,0.4977346187811464,0.2842656370714882,-0.059426029878970554,1.0548952674412633,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('log', 2, None)]",[],"[('log', 2, None)]",[],"{('log', 2, None): -4.943972734442656}",{}
9,False,0.5387648289296065,0.14315066898943427,0.2581895177103154,0.8193401401488977,dgp4,sr_pds,Mixed nonlinear,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.936169400342169, ('log', 2, None): -5.019390800548823}",{}
0,False,0.2955578671997281,0.3319490640411916,-0.35506229832100744,0.9461780327204636,dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sq', 2, None), ('sqrt', 2, None)]","[('int', 2, 24), ('int', 2, 46), ('int', 2, 49), ('int', 24, 47), ('int', 34, 40), ('int', 46, 47), ('int', 47, 49)]","[('cubic', 0, 1), ('log', 2, None), ('sq', 2, None), ('sqrt', 2, None)]","[('int', 2, 24), ('int', 47, 49)]",{},{}
1,False,0.2682198167407626,0.15096090692165023,-0.02766356082567184,0.564103194307197,dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 1, 25), ('int', 4, 22), ('int', 6, 22), ('int', 8, 22), ('int', 14, 39), ('int', 17, 33), ('int', 22, 33), ('int', 23, 25), ('int', 25, 32), ('int', 25, 33), ('int', 33, 44), ('int', 36, 39), ('sq', 46, None)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 6, 22), ('int', 8, 22), ('int', 22, 33), ('int', 23, 25), ('int', 25, 33)]",{},{}
2,False,0.5814057559876066,0.20136568777650513,0.18672900794565656,0.9760825040295567,dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 1, 36), ('int', 5, 29), ('int', 16, 27), ('int', 23, 41), ('int', 29, 45)]","[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None)]","[('int', 16, 27)]",{},{}
3,False,0.7074654512039498,0.42250506462181137,-0.1206444754548005,1.5355753778627,dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 24), ('int', 20, 41)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 3, 24)]",{},{}
4,False,0.4720710071010837,0.28937057300064234,-0.09509531598017534,1.0392373301823428,dgp4,sr_pds_cf,Mixed nonlinear,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]","[('int', 8, 28), ('int', 32, 49)]","[('cubic', 0, 1), ('log', 2, None)]","[('int', 32, 49)]",{},{}
0,False,0.6849544549878144,0.42981979419165695,-0.1574923416278332,1.5274012516034619,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
1,False,0.14157601788204358,0.44563256262691886,-0.7318638048667174,1.0150158406308045,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.1443730662577003,0.4633069068854909,0.2362915287621381,2.0524546037532625,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
3,False,0.6168814460834239,0.5487971132686094,-0.45876089592305036,1.6925237880898982,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
4,False,0.6973175400918615,0.426589204638341,-0.13879730099928678,1.53343238118301,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
5,False,0.4981245564866842,0.4221506298638583,-0.32929067804647805,1.3255397910198465,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
6,False,0.11786274802227958,0.35070212895141484,-0.5695134247224934,0.8052389207670526,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
7,False,0.5680773228145154,0.4091474775372477,-0.23385173315849006,1.370006378787521,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.0599534467779121,0.3939511730956657,0.2878091475104074,1.8320977460454169,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
9,False,0.49934085898702657,0.4072964235988572,-0.29896013126673354,1.2976418492407866,dgp5,full_ols,NL + linear conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
0,False,0.6796738057618346,0.42087141846020476,-0.14523417442016673,1.5045817859438357,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
1,False,0.16085061813026247,0.4203006380711539,-0.6629386324891992,0.9846398687497241,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.089733329865487,0.4212777381025871,0.26402896318441627,1.9154376965465576,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
3,False,0.6148621840934718,0.5277886660395243,-0.4196036013439959,1.6493279695309395,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
4,False,0.7022884038777653,0.3991644370897393,-0.08007389281812383,1.4846507005736544,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
5,False,0.42627867336866626,0.40396139080209453,-0.36548565260343896,1.2180429993407715,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
6,False,0.09041191734921182,0.3442967542688083,-0.5844097210176524,0.7652335557160761,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
7,False,0.52839127300413,0.39833279427136975,-0.2523410037677547,1.3091235497760147,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.0309589033981021,0.3742354405853463,0.2974574398508234,1.7644603669453809,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
9,False,0.4946493207212217,0.3885400299078657,-0.266889137898195,1.2561877793406384,dgp5,pds_lasso,NL + linear conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
0,False,0.6501435403511283,0.39651446602981616,-0.1270248130673114,1.4273118937695681,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
1,False,0.2106250441337122,0.36750666143688093,-0.5096880122825744,0.9309381005499988,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.2131832268125433,0.4541935566408724,0.3229638557964334,2.1034025978286532,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
3,False,0.7512252169402215,0.5239910607940612,-0.27579726221613854,1.7782476960965816,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
4,False,0.6078026903651096,0.35991468562391277,-0.09763009345775941,1.3132354741879786,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
5,False,0.5126837972955796,0.4225013821483692,-0.31541891171522407,1.340786506306383,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
6,False,0.14698181862942056,0.3366943680822626,-0.5129391428118142,0.8069027800706552,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
7,False,0.5866045351109777,0.41238814874447105,-0.22167623642818557,1.3948853066501408,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
8,False,0.957730153469304,0.358214519027487,0.2556296961754294,1.6598306107631786,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
9,False,0.5174386976418114,0.38139983506171843,-0.23010497907915672,1.2649823743627795,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
0,False,0.2953463339189148,0.22026590567403959,-0.13637484120220278,0.7270675090400324,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
1,False,0.09922247760437672,0.2587234514828605,-0.4078754873020298,0.6063204425107833,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
2,False,0.6017663465756034,0.30822312475570984,-0.0023509779455879176,1.2058836710967946,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
3,False,0.6140374444698177,0.25812290804000293,0.10811654471141197,1.1199583442282233,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
4,False,0.36799751990032065,0.24420668477132773,-0.11064758225148169,0.846642622052123,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
5,False,0.40029248399289274,0.25521451370217657,-0.09992796286337335,0.9005129308491588,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
6,False,0.16748375740257154,0.23065730535000872,-0.28460456108344556,0.6195720758885886,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
7,False,0.33973844888720717,0.26859889875003,-0.18671539266285164,0.866192290437266,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
8,False,0.21207554999061395,0.21214144882127983,-0.2037216896990945,0.6278727896803225,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
9,False,0.25765934282738845,0.23488195945089096,-0.20270929769635782,0.7180279833511347,dgp5,dml_rf,NL + linear conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
0,False,0.8794276893756273,0.3349933203234637,0.22284078154163856,1.5360145972096162,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
1,False,0.49559581210558384,0.3588382577196492,-0.20772717302492866,1.1989187972360964,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.1018132790846342,0.43534921641243257,0.24852881491626644,1.9550977432530021,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.0080899990955379,0.4157194272992618,0.19327992158898477,1.822900076602091,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
4,False,0.8724857854477736,0.38043152597246,0.126839994541752,1.6181315763537951,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
5,False,0.340520573675907,0.39746424621943477,-0.4385093489141852,1.1195504962659992,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
6,False,0.13998288739370976,0.2907564995600718,-0.429899851744031,0.7098656265314506,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
7,False,0.6347417336094925,0.38457904874222437,-0.11903320192526723,1.388516669144252,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.1651384556603768,0.30768290964368467,0.5620799527587549,1.7681969585619988,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
9,False,0.7405808824932658,0.342227738315367,0.06981451539514649,1.411347249591385,dgp5,dml_nn,NL + linear conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
0,False,0.6342051811336796,0.2910018262974125,0.06384160159075114,1.204568760676608,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('log', 2, None)]",[],"[('log', 2, None)]",[],"{('log', 2, None): -5.036977067831957}",{}
1,False,-0.1852566548569264,0.3131452544431456,-0.7990213535654919,0.428508043851639,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 4.81407069952411}",{}
2,False,0.6843605247934651,0.26215154201771956,0.17054350243873473,1.1981775471481955,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('int', 3, 4)]",[],"[('cubic', 0, 1), ('int', 3, 4)]",[],"{('cubic', 0, 1): 4.958618431488589, ('int', 3, 4): 2.8534665764286817}",{}
3,False,0.4355826755004724,0.2623259732781384,-0.07857623212467885,0.9497415831256237,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 5.251444682632565}",{}
4,False,0.44240950669867996,0.12664061079887257,0.19419390953288973,0.6906251038644702,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.11018982997085, ('log', 2, None): -5.098581230247922}",{}
5,False,0.5577368915140996,0.14135774223163766,0.28067571674008973,0.8347980662881094,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.980345612412219, ('log', 2, None): -5.213038837065587}",{}
6,False,0.4530859101432056,0.12681930833646093,0.20452006580374216,0.701651754482669,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 5.047159376336854, ('log', 2, None): -5.091437117882695}",{}
7,False,0.6284941437865396,0.14175246987261358,0.35065930283621694,0.9063289847368622,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.985091936000911, ('log', 2, None): -5.136504674167217}",{}
8,False,1.1829280163150648,0.28794848230955455,0.6185489909883379,1.7473070416417917,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1)]",[],"[('cubic', 0, 1)]",[],"{('cubic', 0, 1): 5.226044903902419}",{}
9,False,0.5330748273856477,0.1407202458052203,0.2572631456074159,0.8088865091638795,dgp5,sr_pds,NL + linear conf.,SR-PDS,0.5,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],"{('cubic', 0, 1): 4.929656814771534, ('log', 2, None): -5.006720672534218}",{}
0,False,0.5631305097498777,0.31463871508909436,-0.053561371824747295,1.1798223913245027,dgp5,sr_pds_cf,NL + linear conf.,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None)]",[],{},{}
1,False,0.3662888778948497,0.258917834432797,-0.14119007759343233,0.8737678333831318,dgp5,sr_pds_cf,NL + linear conf.,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]",[],{},{}
2,False,0.3339534972367031,0.22515196259304154,-0.10734434944565835,0.7752513439190645,dgp5,sr_pds_cf,NL + linear conf.,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]",[],"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]",[],{},{}
3,False,0.6062975700152691,0.15507085273205504,0.3023586986604412,0.910236441370097,dgp5,sr_pds_cf,NL + linear conf.,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]",[],"[('cubic', 0, 1), ('log', 2, None), ('sqrt', 2, None)]",[],{},{}
4,False,0.3738287039489008,0.2504222710072696,-0.11699894722534765,0.8646563551231492,dgp5,sr_pds_cf,NL + linear conf.,SR-PDS (CF),0.5,sr_pds_cf,sr_pds_cf,"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]",[],"[('cubic', 0, 1), ('int', 3, 4), ('log', 2, None), ('sqrt', 2, None)]",[],{},{}
0,False,1.7399150903013276,0.1867110890912433,1.3739613556824908,2.1058688249201643,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
1,False,1.7932259974171736,0.20671423264320485,1.3880661014364921,2.1983858933978553,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.8080087645462335,0.1817660175334098,1.4517473701807502,2.164270158911717,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.6040810233218725,0.18927635652727695,1.2330993645284096,1.9750626821153354,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
4,False,1.9586082437128622,0.17957245068087693,1.6066462403783435,2.310570247047381,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
5,False,1.7757729401361735,0.2177798533544152,1.3489244275615198,2.202621452710827,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
6,False,1.808060053803256,0.1812779304737391,1.4527553100747275,2.1633647975317847,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
7,False,1.754922363659033,0.15750071054650436,1.4462209709878844,2.0636237563301814,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.5758046949922355,0.1856630709739574,1.211905075883279,1.939704314101192,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
9,False,1.6115832871460856,0.18694297598496148,1.245175054215561,1.97799152007661,dgp6,full_ols,NL + mild NL conf.,Full OLS,0.5,,,nan,nan,nan,nan,nan,nan
0,False,1.7040309486466243,0.1825867757425714,1.3461608681911843,2.061901029102064,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
1,False,1.7780783820249095,0.20281331744777495,1.3805642798272706,2.1755924842225483,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.7988934981252938,0.17861944993733664,1.448799376248114,2.1489876200024733,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.591226358767995,0.1867210389912473,1.2252531223451502,1.9571995951908396,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
4,False,1.9316097106023853,0.17618051098718387,1.5862959090675048,2.2769235121372655,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
5,False,1.7380632593242769,0.21358881499655194,1.319429181931035,2.1566973367175186,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
6,False,1.7922039686606055,0.17754303973306843,1.4442196107837915,2.1401883265374195,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
7,False,1.7271514151481502,0.15215928288287456,1.4289192206977162,2.025383609598584,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.5411586295896813,0.18225510436065495,1.1839386250427977,1.898378634136565,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
9,False,1.5768296721536113,0.18074168672634758,1.22257596616997,1.9310833781372525,dgp6,pds_lasso,NL + mild NL conf.,PDS-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
0,False,1.7193055169025615,0.18082043505883189,1.3648974641872509,2.073713569617872,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
1,False,1.7549016002089721,0.20122621215531117,1.3604982243845622,2.149304976033382,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.888986436207855,0.16087132953154343,1.57367863032603,2.2042942420896803,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.5414593984380018,0.18661903585661127,1.1756860881590439,1.9072327087169598,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
4,False,2.0382243397397564,0.17809660987653075,1.6891549843817562,2.387293695097757,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
5,False,1.7661088058246002,0.20702057612052094,1.360348476628379,2.1718691350208212,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
6,False,1.8295455070596314,0.16892289544093844,1.498456631995392,2.1606343821238707,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
7,False,1.7581639169289511,0.14944259771098167,1.465256425415427,2.0510714084424753,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.6359773846490953,0.1849885104074074,1.2733999042505768,1.9985548650476137,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
9,False,1.6920376268330277,0.17526135975630686,1.3485253617106663,2.035549891955389,dgp6,dml_lasso,NL + mild NL conf.,DML-LASSO,0.5,,,nan,nan,nan,nan,nan,nan
0,False,1.7225600027268722,0.16958034833379074,1.3901825199926423,2.054937485461102,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
1,False,1.8200748896562242,0.17012643623296353,1.4866270746396157,2.1535227046728327,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
2,False,2.0716131743615938,0.1340218798477708,1.8089302898599628,2.3342960588632247,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.7267553387526862,0.1670443564295423,1.3993484001507832,2.054162277354589,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
4,False,1.9596905727647471,0.16372407627762411,1.6387913832606038,2.28058976226889,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
5,False,1.695108403516244,0.19405789368494963,1.3147549318937428,2.0754618751387452,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
6,False,1.8568745528557076,0.13030665790224144,1.6014735033673144,2.1122756023441007,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
7,False,1.7601896736341949,0.12512111784714736,1.514952282653786,2.0054270646146035,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
8,False,1.7245428238717695,0.15299402917985555,1.4246745266792527,2.0244111210642863,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
9,False,1.7413266446633637,0.1946949757096849,1.3597244922723815,2.122928797054346,dgp6,dml_rf,NL + mild NL conf.,DML-RF,0.5,,,nan,nan,nan,nan,nan,nan
0,False,1.6549846189462485,0.18383050853220279,1.294676822223131,2.015292415669366,dgp6,dml_nn,NL + mild NL conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
1,False,1.565303282499261,0.22569267125498835,1.1229456468394838,2.007660918159038,dgp6,dml_nn,NL + mild NL conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
2,False,1.8424282771769105,0.16582074007077832,1.517419626638185,2.1674369277156362,dgp6,dml_nn,NL + mild NL conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
3,False,1.3113626148948392,0.2281932837249557,0.8641037787939261,1.7586214509957523,dgp6,dml_nn,NL + mild NL conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
4,False,2.1684931635196487,0.17948857856391176,1.8166955495343817,2.5202907775049157,dgp6,dml_nn,NL + mild NL conf.,DML-NN,0.5,,,nan,nan,nan,nan,nan,nan
